Rank_x,Player,REC_RECEIVING,TGT_RECEIVING,YDS_RECEIVING,Y/R_RECEIVING,LG_RECEIVING,20+_RECEIVING,TD_RECEIVING,ATT_RUSHING,YDS_RUSHING,TD_RUSHING,FL_MISC,G_MISC,FPTS_MISC,FPTS/G_MISC,ROST_MISC,Season,pid,Rank_y,Player Team (Bye),POS,Yahoo,Sleeper,RTSports,AVG
150,John FitzPatrick (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,24181,,,,,,,
151,Tanner Conner (MIA),0,3,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2023,24216,,,,,,,
152,Gerrit Prince (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,24237,,,,,,,
153,Nick Muse (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,24239,,,,,,,
154,Lucas Krull (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,24240,,,,,,,
155,Cameron Latu (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,24331,,,,,,,
156,Andrew Ogletree (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,24561,,,,,,,
157,Seth Green (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,24590,,,,,,,
158,Travis Vokolek (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25820,,,,,,,
159,Julian Hill (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25824,,,,,,,
160,Johnny Lumpkin (NE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25829,,,,,,,
161,Ryan Miller (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25857,,,,,,,
162,Tanner Taula (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25860,,,,,,,
163,Nate Adkins (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25881,,,,,,,
164,John Samuel Shenker (LV),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25907,,,,,,,
165,Jordan Murray (HOU),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25928,,,,,,,
166,Princeton Fant (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25939,,,,,,,
167,Izaiah Gathings (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25957,,,,,,,
168,E.J. Jenkins (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25756,,,,,,,
169,Thomas Greaney (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25798,,,,,,,
170,Brady Russell (PHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25731,,,,,,,
171,Thomas Odukoya (TEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25206,,,,,,,
172,Dalton Kincaid (BUF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,56.2%,2023,25247,130.0,Dalton Kincaid BUF (13),TE14,177.0,116.0,114.0,135.7
173,Luke Schoonmaker (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9%,2023,25267,331.0,Luke Schoonmaker DAL (7),TE42,,,289.0,289.0
174,Luke Musgrave (GB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,5.5%,2023,25282,192.0,Luke Musgrave GB (6),TE22,175.0,204.0,198.0,192.3
175,Tucker Kraft (GB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,2023,25298,,,,,,,
176,Brenton Strange (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,25345,,,,,,,
177,Payne Durham (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25346,,,,,,,
178,Zack Kuntz (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,25347,,,,,,,
179,Ben Sims (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25349,,,,,,,
180,Ryan Jones (NYG),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25350,,,,,,,
181,Leonard Taylor (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25352,,,,,,,
182,Joel Honigford (ARI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25652,,,,,,,
183,Christian Trahan (CIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25690,,,,,,,
184,Griffin Hebert (SEA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25681,,,,,,,
185,Camren McDonald (LAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25672,,,,,,,
186,Henry Pearson (GB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25667,,,,,,,
187,Blake Whiteheart (ARI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25657,,,,,,,
188,Christian Sims (LAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25621,,,,,,,
189,Michael Ezeike (LAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25566,,,,,,,
190,Joel Wilson (BUF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25541,,,,,,,
191,Derek Parish (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,25506,,,,,,,
192,Brayden Willis (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,25469,,,,,,,
193,Dominique Dafney (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,22672,,,,,,,
194,Hunter Long (LAR),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.1%,2023,22783,,,,,,,
195,Kenny Yeboah (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2023,22815,,,,,,,
196,Nick Eubanks (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,22825,,,,,,,
197,Miller Forristall (CLE),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,22831,,,,,,,
198,Matt Bushman (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,22865,,,,,,,
199,Josh Whyle (TEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,22923,316.0,Josh Whyle TEN (7),TE40,,278.0,,278.0
200,Hunter Kampmoyer (LAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,23386,,,,,,,
201,Zach Davidson (BUF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,23394,,,,,,,
202,Bernhard Seikovits (ARI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,23453,,,,,,,
203,Michael Jacobson (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,23552,,,,,,,
204,Davis Allen (LAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,23761,,,,,,,
205,Austin Allen (GB),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2023,23797,,,,,,,
206,Will Mallory (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,23821,,,,,,,
207,Ben Mason (BAL),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,23298,,,,,,,
208,Darnell Washington (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,2023,22967,302.0,Darnell Washington PIT (6),TE38,,,258.0,258.0
209,Sam LaPorta (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,37.5%,2023,22978,161.0,Sam LaPorta DET (9),TE17,208.0,150.0,142.0,166.7
210,Michael Mayer (LV),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,11.2%,2023,23056,195.0,Michael Mayer LV (13),TE23,210.0,179.0,197.0,195.3
211,Josh Pederson (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,23255,,,,,,,
212,Elijah Higgins (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,23119,,,,,,,
213,Dominique Curry (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,11078,,,,,,,
214,Drake Dunsmore (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,11386,,,,,,,
215,James Dearth (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,9804,,,,,,,
216,Darnell Dinkins (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,9153,,,,,,,
217,Derek Fine (HOU),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,9179,,,,,,,
218,J.P. Foschi (CIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,9246,,,,,,,
219,Brad Cottam (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,9051,,,,,,,
220,Jimmy Graham (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,2023,9712,,,,,,,
221,Marquez Branson (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,9738,,,,,,,
222,Joey Haynos (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,9305,,,,,,,
223,Justin Snow (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,9340,,,,,,,
224,Keith Zinger (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,9346,,,,,,,
225,Jacob Hollister (LV),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,16527,,,,,,,
226,Darrell Daniels (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,16582,,,,,,,
227,J.P. Holtz (NO),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,16022,,,,,,,
228,Zach Wood (NO),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2023,16132,,,,,,,
229,Troy Fumagalli (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,17273,,,,,,,
230,Jordan Thomas (CAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,17399,,,,,,,
231,David Wells (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,17443,,,,,,,
232,Kevin Rader (TEN),0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2023,17802,,,,,,,
233,Ricky Seals-Jones (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,16730,339.0,Ricky Seals-Jones IND (11),TE44,,297.0,,297.0
234,Colin Thompson (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,17182,,,,,,,
235,Beau Brinkley (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.2%,2023,15196,,,,,,,
236,James Winchester (KC),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2023,15246,,,,,,,
237,Tyler Ott (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,15298,,,,,,,
238,Patrick Scales (CHI),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2023,15325,,,,,,,
239,Andrew DePaola (MIN),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2023,15392,,,,,,,
240,Jesse James (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,13959,,,,,,,
241,Nick Boyle (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2023,13963,,,,,,,
242,Lachlan Pitts (CHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,26078,,,,,,,
