Rank_x,Player,REC_RECEIVING,TGT_RECEIVING,YDS_RECEIVING,Y/R_RECEIVING,LG_RECEIVING,20+_RECEIVING,TD_RECEIVING,ATT_RUSHING,YDS_RUSHING,TD_RUSHING,FL_MISC,G_MISC,FPTS_MISC,FPTS/G_MISC,ROST_MISC,Season,pid,Rank_y,Player Team (Bye),POS,Yahoo,Sleeper,RTSports,AVG
122,Caleb Wilson (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2020,18613,,,,,,,
123,Zach Gentry (PIT),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.1%,2020,18690,,,,,,,
124,Andrew Beck (HOU),0,0,0,0.0,0,0,0,0,0,0,0,10,0.0,0.0,0.0%,2020,18748,,,,,,,
125,Hale Hentges (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,18785,,,,,,,
126,Tommy Stevens (FA),0,0,0,0.0,0,0,0,4,24,0,0,1,0.0,0.0,0.0%,2020,19838,,,,,,,
127,Lawrence Cager (NYG),2,6,35,17.5,19,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,19701,,,,,,,
128,Sean McKeon (DAL),0,0,0,0.0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%,2020,19726,,,,,,,
129,Reggie Gilliam (BUF),2,2,16,8.0,15,0,1,0,0,0,0,14,0.0,0.0,0.0%,2020,19844,,,,,,,
130,Rashod Berry (IND),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2020,19849,,,,,,,
131,Noah Togiai (ARI),0,1,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2020,19688,,,,,,,
132,Chris Myarick (NYG),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2020,19098,,,,,,,
133,Brycen Hopkins (LAR),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.1%,2020,19234,,,,,,,
134,Antonio Gandy-Golden (FA),1,7,3,3.0,3,0,0,1,22,0,0,6,0.0,0.0,0.0%,2020,19338,334.0,Antonio Gandy-Golden,WR106,,,,336.0
135,Stephen Sullivan (CAR),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,19641,,,,,,,
136,Daniel Helm (DET),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2020,18350,,,,,,,
137,Jordan Matthews (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,12124,,,,,,,
138,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2020,9128,,,,,,,
139,Mason Schreck (HOU),0,1,0,0.0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%,2020,16541,,,,,,,
140,Garrett Griffin (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2020,16252,,,,,,,
141,Antony Auclair (FA),0,1,0,0.0,0,0,0,0,0,0,0,8,0.0,0.0,0.0%,2020,16501,,,,,,,
142,Ricky Seals-Jones (IND),0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,16730,,,,,,,
143,Evan Baylis (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2020,16878,,,,,,,
144,J.P. Holtz (NO),0,1,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2020,16022,,,,,,,
145,Zach Wood (NO),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2020,16132,,,,,,,
146,Sean Culkin (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,16912,,,,,,,
147,Kevin Rader (TEN),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,17802,,,,,,,
148,Hakeem Butler (PIT),0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.1%,2020,18229,378.0,Hakeem Butler PIT (4),WR118,,,,381.0
149,Taysom Hill (NO),8,13,98,12.3,21,2,1,87,457,8,5,16,0.0,0.0,14.2%,2020,17115,379.0,Taysom Hill NO (6),TE50,,,,382.0
150,Kyle Nelson (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2020,13862,,,,,,,
151,Beau Brinkley (FA),0,0,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.2%,2020,15196,,,,,,,
152,Ross Travis (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,14613,,,,,,,
153,James Winchester (KC),0,0,0,0.0,0,0,0,0,0,0,0,15,0.0,0.0,0.0%,2020,15246,,,,,,,
154,Tyler Ott (BAL),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2020,15298,,,,,,,
155,Patrick Scales (CHI),0,0,0,0.0,0,0,0,0,0,0,0,15,0.0,0.0,0.0%,2020,15325,,,,,,,
156,Andrew DePaola (MIN),0,0,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%,2020,15392,,,,,,,
157,Seth DeValve (FA),0,1,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2020,15671,,,,,,,
158,Eric Tomlinson (HOU),0,1,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%,2020,14339,,,,,,,
1,Mark Andrews (BAL),107,153,1361,12.7,43,27,9,1,0,0,0,17,247.6,14.6,99.9%,2021,17269,50.0,Mark Andrews BAL (8),TE5,48.0,50.0,,51.5
2,Travis Kelce (KC),92,134,1125,12.2,69,20,9,2,3,1,1,16,216.8,13.6,100.0%,2021,11594,12.0,Travis Kelce KC (12),TE1,12.0,12.0,,10.8
3,Dalton Schultz (HOU),78,104,808,10.4,32,8,8,0,0,0,0,17,169.8,10.0,77.9%,2021,17349,344.0,Dalton Schultz HOU (10),TE43,,,,296.0
4,George Kittle (SF),71,94,910,12.8,48,17,6,3,20,0,1,14,162.5,11.6,99.1%,2021,16499,26.0,George Kittle SF (6),TE3,32.0,23.0,,27.8
5,Zach Ertz (ARI),74,112,763,10.3,47,9,5,1,4,0,0,17,143.7,8.5,20.8%,2021,11689,160.0,Zach Ertz ARI (12),TE16,150.0,183.0,,167.0
6,Rob Gronkowski (FA),55,88,802,14.6,42,20,6,0,0,0,0,12,143.7,12.0,1.1%,2021,9721,112.0,Rob Gronkowski,TE12,114.0,103.0,,114.5
7,Kyle Pitts (ATL),68,110,1026,15.1,61,25,1,0,0,0,0,17,142.6,8.4,96.0%,2021,20164,46.0,Kyle Pitts ATL (6),TE4,46.0,44.0,,47.8
8,Dawson Knox (BUF),49,71,587,12.0,53,14,9,0,4,0,0,15,139.6,9.3,21.3%,2021,18631,236.0,Dawson Knox BUF (7),TE27,153.0,,,220.5
9,Hunter Henry (NE),50,75,603,12.1,35,12,9,0,0,0,0,16,139.3,8.7,7.0%,2021,15561,155.0,Hunter Henry NE (14),TE15,173.0,151.0,,163.8
10,Dallas Goedert (PHI),56,76,830,14.8,45,18,4,0,0,0,0,15,137.0,9.1,96.6%,2021,17270,95.0,Dallas Goedert PHI (14),TE11,95.0,86.0,,97.3
11,Mike Gesicki (NE),73,112,780,10.7,40,15,2,0,0,0,0,17,128.5,7.6,19.5%,2021,17272,116.0,Mike Gesicki NE (14),TE13,119.0,112.0,,117.5
12,Noah Fant (SEA),68,90,670,9.9,35,9,4,0,0,0,0,16,125.0,7.8,3.3%,2021,17527,80.0,Noah Fant SEA (9),TE8,89.0,82.0,,85.0
13,Pat Freiermuth (PIT),60,79,497,8.3,24,2,7,0,0,0,1,16,121.7,7.6,92.6%,2021,20163,196.0,Pat Freiermuth PIT (7),TE20,141.0,210.0,,181.7
14,Tyler Higbee (LAR),61,85,560,9.2,37,4,5,0,0,0,0,15,116.5,7.8,70.1%,2021,15623,94.0,Tyler Higbee LAR (11) O,TE10,69.0,105.0,,97.0
15,T.J. Hockenson (MIN),61,84,583,9.6,33,9,4,0,0,0,0,12,114.8,9.6,99.2%,2021,18290,56.0,T.J. Hockenson MIN (7) O,TE6,54.0,57.0,,58.3
16,Jared Cook (FA),48,83,564,11.8,42,9,4,0,0,0,0,16,108.4,6.8,0.0%,2021,9265,174.0,Jared Cook,TE18,191.0,160.0,,177.8
17,Tyler Conklin (NYJ),61,87,593,9.7,40,7,3,0,0,0,0,17,107.8,6.3,9.5%,2021,17598,433.0,Tyler Conklin NYJ (6),TE51,,,,399.0
18,Darren Waller (NYG),55,93,665,12.1,33,15,2,0,0,0,0,11,106.0,9.6,98.5%,2021,14104,23.0,Darren Waller NYG (10),TE2,25.0,25.0,,24.0
19,C.J. Uzomah (NYJ),49,63,493,10.1,55,13,5,0,0,0,0,16,103.8,6.5,0.2%,2021,14084,372.0,C.J. Uzomah NYJ (6),TE44,,,,331.0
20,Gerald Everett (LAC),48,63,478,10.0,41,8,4,3,20,0,2,15,93.8,6.3,49.4%,2021,16459,171.0,Gerald Everett LAC (7),TE17,183.0,180.0,,174.3
21,Cole Kmet (CHI),60,93,612,10.2,25,7,0,1,0,0,0,17,91.2,5.4,80.7%,2021,19229,216.0,Cole Kmet CHI (10),TE23,226.0,189.0,,208.7
22,David Njoku (CLE),36,53,475,13.2,71,15,4,1,1,0,0,15,89.6,6.0,90.3%,2021,16399,408.0,David Njoku CLE (13),TE47,,,,373.0
23,Evan Engram (JAC),46,73,408,8.9,30,3,3,1,-3,0,1,15,79.5,5.3,92.9%,2021,16411,175.0,Evan Engram JAC (7),TE19,222.0,196.0,,178.3
24,Austin Hooper (LV),38,61,345,9.1,34,5,3,0,0,0,0,15,73.5,4.9,1.0%,2021,15581,214.0,Austin Hooper LV (8),TE21,217.0,194.0,,203.3
25,Foster Moreau (NO),30,44,373,12.4,44,9,3,0,0,0,0,15,70.3,4.7,0.7%,2021,18397,422.0,Foster Moreau NO (6),TE48,,,,388.0
26,Mo Alie-Cox (IND),24,45,316,13.2,37,6,4,0,0,0,0,17,67.6,4.0,0.2%,2021,16579,343.0,Mo Alie-Cox IND (14),TE42,,,,295.0
27,Jack Doyle (FA),29,43,302,10.4,34,4,3,0,0,0,0,15,64.7,4.3,2.0%,2021,11987,423.0,Jack Doyle,TE49,,,,389.0
28,Cameron Brate (FA),30,57,245,8.2,18,0,4,0,0,0,0,16,63.5,4.0,2.0%,2021,13470,,,,,,,
29,Albert Okwuegbunam (DEN),33,40,330,10.0,64,6,2,0,0,0,1,14,59.5,4.3,0.6%,2021,18246,436.0,Albert Okwuegbunam DEN (11),TE52,,,,402.0
30,Dan Arnold (PHI),35,52,408,11.7,28,2,0,0,0,0,1,11,58.3,5.3,0.1%,2021,17143,310.0,Dan Arnold PHI (14),TE38,,,,266.0
31,Anthony Firkser (NE),34,43,291,8.6,24,1,2,0,0,0,1,15,56.1,3.7,0.0%,2021,16787,223.0,Anthony Firkser NE (14),TE25,229.0,238.0,,220.0
32,Geoff Swaim (ARI),31,40,210,6.8,26,2,3,0,0,0,0,16,54.5,3.4,0.0%,2021,14164,,,,,,,
33,Ricky Seals-Jones (IND),30,49,271,9.0,39,2,2,0,0,0,0,11,54.1,4.9,0.0%,2021,16730,,,,,,,
34,Jonnu Smith (ATL),28,45,294,10.5,28,5,1,9,40,0,0,16,53.4,3.3,0.3%,2021,16460,140.0,Jonnu Smith ATL (6),TE14,188.0,142.0,,149.5
35,Durham Smythe (MIA),34,41,357,10.5,25,5,0,2,3,0,0,16,53.0,3.3,0.2%,2021,17508,485.0,Durham Smythe MIA (14),TE61,,,,451.0
36,Harrison Bryant (CLE),21,28,233,11.1,41,6,3,0,0,0,0,15,51.8,3.5,0.1%,2021,19389,496.0,Harrison Bryant CLE (13),TE63,,,,462.0
37,Ryan Griffin (FA),27,42,261,9.7,29,4,2,0,0,0,0,14,51.6,3.7,0.0%,2021,11830,,,,,,,
38,Hayden Hurst (CAR),26,31,221,8.5,33,2,3,0,0,0,1,12,51.1,4.3,7.6%,2021,17283,265.0,Hayden Hurst CAR (13),TE30,,,,223.0
39,Adam Trautman (DEN),27,43,263,9.7,32,3,2,0,0,0,1,11,49.8,4.5,0.1%,2021,19423,217.0,Adam Trautman DEN (11),TE24,221.0,221.0,,210.0
40,Josiah Deguara (GB),25,33,245,9.8,62,6,2,0,0,0,0,14,49.0,3.5,0.1%,2021,19456,,,,,,,
41,Donald Parham Jr. (LAC),20,27,190,9.5,22,1,3,0,0,0,0,14,49.0,3.5,0.2%,2021,18835,398.0,Donald Parham Jr. LAC (7),TE46,,,,361.0
42,Kyle Rudolph (FA),26,39,257,9.9,60,6,1,0,0,0,0,15,46.7,3.1,0.0%,2021,9906,470.0,Kyle Rudolph,TE58,,,,436.0
43,Juwan Johnson (NO),13,22,159,12.2,27,3,4,0,0,0,0,13,46.4,3.6,20.9%,2021,19562,278.0,Juwan Johnson NO (6),TE32,,,,242.0
44,Brevin Jordan (HOU),20,28,178,8.9,27,2,3,0,0,0,0,8,45.8,5.7,0.1%,2021,20162,,,,,,,
45,Logan Thomas (WAS),18,25,196,10.9,35,3,3,0,0,0,1,5,44.6,8.9,1.8%,2021,12095,77.0,Logan Thomas WAS (9) O,TE7,72.0,92.0,,79.5
46,Jimmy Graham (NO),14,23,167,11.9,28,2,3,0,0,0,0,11,43.7,4.0,0.3%,2021,9712,296.0,Jimmy Graham NO (6),TE35,,,,258.0
47,Tommy Tremble (CAR),20,35,180,9.0,30,2,1,3,11,1,0,15,43.1,2.9,0.1%,2021,22795,,,,,,,
48,MyCole Pruitt (ATL),14,19,145,10.4,22,2,3,0,0,0,0,13,41.5,3.2,0.0%,2021,13964,,,,,,,
49,Robert Tonyan (CHI),18,29,204,11.3,33,5,2,0,0,0,0,8,41.4,5.2,0.7%,2021,16502,85.0,Robert Tonyan CHI (10) O,TE9,81.0,87.0,,88.8
50,John Bates (WAS),20,25,249,12.5,32,5,1,0,0,0,0,13,40.9,3.1,0.1%,2021,22833,,,,,,,
51,Will Dissly (SEA),21,26,231,11.0,39,6,1,0,0,0,0,13,39.6,3.0,0.3%,2021,18049,459.0,Will Dissly SEA (9),TE54,,,,425.0
52,James O'Shaughnessy (FA),24,34,244,10.2,30,6,0,0,0,0,0,7,38.4,5.5,0.0%,2021,14146,426.0,James O'Shaughnessy,TE50,,,,392.0
53,Maxx Williams (FA),16,17,193,12.1,34,4,1,0,0,0,0,5,33.3,6.7,0.0%,2021,13919,,,,,,,
54,Marcedes Lewis (CHI),23,28,214,9.3,23,3,0,0,0,0,0,13,32.9,2.5,0.0%,2021,9413,,,,,,,
55,Tyler Kroft (MIA),16,25,173,10.8,26,3,1,0,0,0,0,9,31.3,3.5,0.1%,2021,13960,298.0,Tyler Kroft MIA (14),TE37,,,,259.0
56,Stephen Anderson (FA),16,19,165,10.3,34,4,1,0,0,0,0,14,30.5,2.2,0.0%,2021,15760,392.0,Stephen Anderson,TE45,,,,355.0
57,Brock Wright (DET),12,17,117,9.8,36,3,2,0,0,0,0,8,29.7,3.7,0.2%,2021,23341,,,,,,,
58,Jordan Akins (CLE),24,33,214,8.9,31,2,0,1,3,0,2,12,29.7,2.5,0.1%,2021,17415,249.0,Jordan Akins CLE (13),TE28,,,,185.0
59,Ian Thomas (CAR),18,30,188,10.4,41,5,0,0,0,0,0,14,27.8,2.0,0.1%,2021,17387,,,,,,,
60,Blake Jarwin (FA),11,17,96,8.7,20,1,2,0,0,0,0,8,27.1,3.4,4.0%,2021,16638,215.0,Blake Jarwin,TE22,159.0,220.0,,204.7
61,Pharaoh Brown (IND),23,34,171,7.4,29,2,0,0,0,0,1,13,26.6,2.0,0.0%,2021,16937,,,,,,,
62,Eric Ebron (FA),12,18,84,7.0,19,0,1,1,1,1,0,8,26.5,3.3,0.0%,2021,12143,224.0,Eric Ebron,TE26,138.0,241.0,,221.3
63,O.J. Howard (FA),14,21,135,9.6,21,1,1,0,0,0,0,11,26.5,2.4,0.1%,2021,16380,270.0,O.J. Howard,TE31,,,,229.0
64,Zach Gentry (PIT),19,25,167,8.8,25,2,0,0,0,0,0,10,26.2,2.6,0.1%,2021,18690,,,,,,,
65,Nick Vannett (HOU),9,15,133,14.8,30,3,1,0,0,0,0,7,23.8,3.4,0.0%,2021,15645,,,,,,,
66,Lee Smith (FA),9,11,65,7.2,22,1,1,0,0,0,0,10,17.0,1.7,0.0%,2021,9992,,,,,,,
67,Adam Shaheen (FA),12,16,110,9.2,21,1,0,0,0,0,0,9,17.0,1.9,0.0%,2021,16457,,,,,,,
68,Kylen Granson (IND),11,15,106,9.6,27,1,0,0,0,0,0,10,16.1,1.6,0.1%,2021,22841,461.0,Kylen Granson IND (14),TE55,,,,427.0
69,Chris Manhertz (DEN),6,9,71,11.8,22,1,1,0,0,0,0,10,16.1,1.6,0.0%,2021,14014,,,,,,,
70,Jacob Hollister (LV),9,14,55,6.1,11,0,1,0,0,0,0,7,16.0,2.3,0.0%,2021,16527,498.0,Jacob Hollister LV (8),TE64,,,,464.0
71,Jesse James (NO),7,8,62,8.9,19,0,1,0,0,0,0,5,15.7,3.1,0.0%,2021,13959,,,,,,,
72,Jesper Horsted (LV),2,3,21,10.5,19,0,2,0,0,0,0,4,15.1,3.8,0.0%,2021,18482,484.0,Jesper Horsted LV (8),TE60,,,,450.0
73,Tommy Sweeney (NYG),9,12,44,4.9,13,0,1,0,0,0,0,7,14.9,2.1,0.0%,2021,18325,,,,,,,
74,Eric Saubert (MIA),8,12,47,5.9,11,0,1,0,0,0,0,10,14.7,1.5,0.1%,2021,16706,,,,,,,
75,Blake Bell (KC),9,13,87,9.7,24,2,0,4,10,0,0,12,14.2,1.2,0.1%,2021,13966,,,,,,,
76,Drew Sample (CIN),11,15,81,7.4,19,0,0,0,0,0,0,10,13.6,1.4,0.1%,2021,18561,492.0,Drew Sample CIN (10),TE62,,,,458.0
77,Antony Auclair (FA),5,5,47,9.4,15,0,1,0,0,0,0,4,13.2,3.3,0.0%,2021,16501,,,,,,,
78,Ross Dwelley (SF),4,5,51,12.8,21,1,1,0,0,0,0,4,13.1,3.3,0.0%,2021,17886,,,,,,,
79,Noah Gray (KC),7,10,36,5.1,8,0,1,0,0,0,0,7,13.1,1.9,0.7%,2021,19539,463.0,Noah Gray KC (12),TE56,,,,429.0
80,Chris Herndon IV (FA),4,7,40,10.0,17,0,1,0,0,0,0,6,12.0,2.0,0.0%,2021,17536,340.0,Chris Herndon IV,TE41,,,,290.0
81,Josh Oliver (MIN),9,15,66,7.3,19,0,0,0,0,0,0,11,11.1,1.0,0.1%,2021,18487,,,,,,,
82,Sean McKeon (DAL),4,6,27,6.8,12,0,1,0,0,0,0,5,10.7,2.1,0.0%,2021,19726,,,,,,,
83,Tyree Jackson (PHI),3,7,22,7.3,13,0,1,0,0,0,0,3,9.7,3.2,0.0%,2021,18591,,,,,,,
84,Chris Myarick (NYG),3,6,17,5.7,10,0,1,0,0,0,0,5,9.2,1.8,0.0%,2021,19098,,,,,,,
85,Luke Farrell (JAC),7,11,56,8.0,21,1,0,0,0,0,0,9,9.1,1.0,0.0%,2021,19501,,,,,,,
86,Charlie Woerner (SF),5,6,52,10.4,27,1,0,0,0,0,0,8,7.7,1.0,0.0%,2021,19665,467.0,Charlie Woerner SF (6),TE57,,,,433.0
87,Tre' McKitty (LAC),6,8,45,7.5,12,0,0,0,0,0,0,6,7.5,1.3,0.1%,2021,22807,,,,,,,
88,Parker Hesse (ATL),5,6,43,8.6,17,0,0,0,0,0,0,4,6.8,1.7,0.0%,2021,19067,,,,,,,
89,Darren Fells (FA),4,5,43,10.8,24,1,0,0,0,0,0,3,6.3,2.1,0.0%,2021,13636,,,,,,,
90,Garrett Griffin (FA),4,4,39,9.8,14,0,0,0,0,0,0,5,5.9,1.2,0.0%,2021,16252,,,,,,,
91,Colby Parkinson (SEA),5,8,33,6.6,12,0,0,0,0,0,0,6,5.8,1.0,0.1%,2021,19372,,,,,,,
92,Kendall Blanton (KC),4,7,37,9.3,23,1,0,0,0,0,0,4,5.7,1.4,0.0%,2021,18431,,,,,,,
93,Tyler Davis (GB),4,5,35,8.8,22,1,0,0,0,0,0,8,5.5,0.7,0.0%,2021,19811,,,,,,,
94,Trevon Wesco (TEN),3,5,35,11.7,19,0,0,0,0,0,0,8,5.0,0.6,0.1%,2021,18567,,,,,,,
95,Shane Zylstra (DET),3,7,34,11.3,16,0,0,0,0,0,0,3,4.9,1.6,0.0%,2021,23461,,,,,,,
96,Kaden Smith (WAS),3,3,33,11.0,21,1,0,0,0,0,0,4,4.8,1.2,0.0%,2021,18293,,,,,,,
97,Jeremy Sprinkle (FA),3,3,31,10.3,11,0,0,0,0,0,0,6,4.6,0.8,0.0%,2021,16461,,,,,,,
98,Tommy Hudson (DEN),3,6,31,10.3,14,0,0,0,0,0,0,4,4.6,1.2,0.0%,2021,19893,,,,,,,
99,Kenny Yeboah (NYJ),2,3,36,18.0,24,1,0,0,0,0,0,3,4.6,1.5,0.0%,2021,22815,,,,,,,
100,Dominique Dafney (TB),2,4,34,17.0,26,1,0,0,0,0,0,6,4.4,0.7,0.0%,2021,22672,,,,,,,
101,Jack Stoll (PHI),4,5,22,5.5,9,0,0,0,0,0,0,6,4.2,0.7,0.1%,2021,23193,,,,,,,
102,Daniel Brown (FA),2,2,29,14.5,24,1,0,0,0,0,0,3,3.9,1.3,0.0%,2021,14470,,,,,,,
103,Mitchell Wilcox (CIN),3,5,16,5.3,8,0,0,0,0,0,0,4,3.1,0.8,0.0%,2021,19510,,,,,,,
104,Cethan Carter (FA),2,2,16,8.0,8,0,0,0,0,0,0,8,2.6,0.3,0.0%,2021,16543,,,,,,,
105,Demetrius Harris (FA),3,6,10,3.3,7,0,0,0,0,0,0,10,2.5,0.3,0.0%,2021,11881,,,,,,,
106,Derek Carrier (FA),2,2,13,6.5,9,0,0,0,0,0,0,2,2.3,1.2,0.0%,2021,11417,,,,,,,
107,Luke Stocker (FA),2,2,12,6.0,7,0,0,0,0,0,0,6,2.2,0.4,0.0%,2021,9948,,,,,,,
108,Richard Rodgers (FA),2,2,11,5.5,9,0,0,0,0,0,0,1,2.1,2.1,0.0%,2021,12233,,,,,,,
109,Kevin Rader (TEN),2,3,8,4.0,7,0,0,0,0,0,0,3,1.8,0.6,0.0%,2021,17802,,,,,,,
110,Ethan Wolf (FA),2,2,8,4.0,4,0,0,0,0,0,0,1,1.8,1.8,0.0%,2021,17486,,,,,,,
111,Johnny Mundt (MIN),1,1,9,9.0,9,0,0,0,0,0,0,3,1.4,0.5,0.1%,2021,16743,,,,,,,
112,Brycen Hopkins (LAR),1,1,9,9.0,9,0,0,0,0,0,0,1,1.4,1.4,0.1%,2021,19234,,,,,,,
113,Hunter Long (LAR),1,3,8,8.0,8,0,0,0,0,0,0,3,1.3,0.4,0.1%,2021,22783,,,,,,,
114,Eric Tomlinson (HOU),1,2,7,7.0,7,0,0,0,0,0,0,7,1.2,0.2,0.0%,2021,14339,,,,,,,
115,Nick Boyle (FA),1,2,2,2.0,2,0,0,0,0,0,0,2,0.7,0.4,0.0%,2021,13963,,,,,,,
116,Deon Yelder (FA),1,1,0,0.0,0,0,0,0,0,0,0,2,0.5,0.3,0.0%,2021,17879,,,,,,,
117,Darrell Daniels (DET),1,4,0,0.0,0,0,0,0,0,0,0,10,0.5,0.1,0.0%,2021,16582,,,,,,,
118,Daniel Helm (DET),1,2,-1,-1.0,0,0,0,0,0,0,0,3,0.4,0.1,0.0%,2021,18350,,,,,,,
119,Andrew Beck (HOU),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,18748,,,,,,,
120,Jody Fortson (KC),5,5,47,9.4,27,1,2,0,0,0,0,4,0.0,0.0,0.1%,2021,18831,450.0,Jody Fortson KC (12) O,TE53,,,,416.0
121,Giovanni Ricci (CAR),0,2,0,0.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0%,2021,19756,,,,,,,
122,Matthew Orzech (GB),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2021,18991,,,,,,,
123,Reggie Gilliam (BUF),3,5,23,7.7,8,0,0,3,3,0,0,8,0.0,0.0,0.0%,2021,19844,,,,,,,
124,Rashod Berry (IND),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2021,19849,,,,,,,
125,Ben Ellefson (FA),0,1,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2021,19698,,,,,,,
126,Antonio Gandy-Golden (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,19338,400.0,Antonio Gandy-Golden,WR128,,,,364.0
127,Jared Pinkney (CHI),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,19250,,,,,,,
128,Noah Togiai (ARI),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,19688,,,,,,,
129,Stephen Sullivan (CAR),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,19641,,,,,,,
130,Farrod Green (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,20004,,,,,,,
131,Feleipe Franks (ATL),0,0,0,0.0,0,0,0,3,6,0,0,6,0.0,0.0,0.0%,2021,20081,,,,,,,
132,Miller Forristall (CLE),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,22831,,,,,,,
133,Jake Hausmann (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,23515,,,,,,,
134,Nick Ralston (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,23385,,,,,,,
135,Jacob Harris (JAC),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,23251,,,,,,,
136,Briley Moore (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2021,23339,,,,,,,
137,Sammis Reyes (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2021,23212,,,,,,,
138,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,9128,,,,,,,
139,J.P. Holtz (NO),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2021,16022,,,,,,,
140,Codey McElroy (FA),0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2021,17914,,,,,,,
141,Taysom Hill (NO),4,6,52,13.0,15,0,0,70,374,5,0,12,0.0,0.0,14.2%,2021,17115,257.0,Taysom Hill NO (6),TE29,,,,205.0
142,Colin Thompson (MIN),0,1,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2021,17182,,,,,,,
143,James Winchester (KC),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,15246,,,,,,,
144,Patrick Scales (CHI),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2021,15325,,,,,,,
145,Andrew DePaola (MIN),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2021,15392,,,,,,,
1,Travis Kelce (KC),110,152,1338,12.2,52,29,12,2,5,0,1,17,261.3,15.4,100.0%,2022,11594,14.0,Travis Kelce KC (8),TE1,15.0,15.0,,15.0
2,T.J. Hockenson (MIN),86,129,914,10.6,81,12,6,0,0,0,1,17,172.4,10.1,99.2%,2022,18290,67.0,T.J. Hockenson MIN (7),TE7,65.0,71.0,,68.0
3,George Kittle (SF),60,86,765,12.8,54,20,11,0,0,0,1,15,170.5,11.4,99.1%,2022,16499,37.0,George Kittle SF (9),TE4,42.0,35.0,,38.5
