pid,Player,Season,AVG,FPTS_TG_pred,STD,Position
19375,Isaiah Hodgins NYG (13),2023,215.0,6.034110425709976,5.656854249492381,wr
20082,Trey Lance SF (9),2023,217.7,15.174640873015866,7.371114795831994,qb
23180,Puka Nacua LAR (10),2023,218.0,6.142482800384362,21.496046148071045,wr
9702,Colt McCoy ARI (14),2023,218.0,13.043811678004523,31.254119728445403,qb
18345,Hunter Renfrow LV (13),2023,218.5,6.138024630008002,41.71930009000631,wr
17447,Mike White MIA (10),2023,220.0,13.43810873015872,31.254119728445403,qb
25282,Luke Musgrave GB (6),2023,220.5,4.521270361741805,2.1213203435596424,te
18562,Gardner Minshew II IND (11),2023,222.0,14.123218548316734,31.254119728445403,qb
19798,Justyn Ross KC (10),2023,224.5,1.7248409678820056,17.67766952966369,wr
17237,Baker Mayfield TB (5),2023,225.0,15.74843377574804,43.840620433565945,qb
16556,Tim Patrick DEN (9),2023,226.0,6.2835062771509635,2.8284271247461903,wr
19445,Joshua Kelley LAC (5),2023,228.0,6.5242545396213805,52.32590180780452,rb
20097,Deon Jackson IND (11),2023,229.0,6.199619268313265,23.19310242291876,rb
22936,Trey McBride ARI (14),2023,232.0,4.2570974529827454,56.56854249492381,te
19471,Ty Chandler MIN (13),2023,233.5,8.390083168345798,17.67766952966369,rb
22984,Deuce Vaughn DAL (7),2023,235.5,6.029276923450064,12.020815280171307,rb
23781,Isaiah Likely BAL (13),2023,236.0,4.469131419447714,0.0,te
23122,Zach Evans LAR (10),2023,236.5,4.917308242445694,2.1213203435596424,rb
25361,Tank Dell HOU (7),2023,239.5,6.028625661386726,3.5355339059327378,wr
13897,DeVante Parker NE (11),2023,245.5,4.367828242113964,43.1335136523794,wr
24173,Pierre Strong Jr. NE (11),2023,248.0,3.965549376593625,8.48528137423857,rb
18587,Mecole Hardman Jr. NYJ (7),2023,248.5,5.728914726654835,4.949747468305833,wr
16230,J.D. McKissic,2023,250.0,5.3475982273709395,23.19310242291876,rb
19800,Kyle Trask TB (5),2023,250.0,5.5816667851989195,38.18376618407357,qb
17527,Noah Fant SEA (5),2023,251.5,4.471181399094825,6.363961030678928,te
23829,Jelani Woods IND (11),2023,251.5,5.295526885952311,30.405591591021544,te
17496,Chase Edmonds TB (5),2023,257.0,5.519402742302357,45.254833995939045,rb
17303,Richie James Jr. KC (10),2023,258.0,6.398502506670311,4.242640687119285,wr
12095,Logan Thomas WAS (14),2023,258.5,4.209986966404765,2.1213203435596424,te
22987,Will Levis TEN (7),2023,258.5,14.21819594928879,28.991378028648448,qb
23181,Cade Otton TB (5),2023,259.0,4.604387190031614,25.45584412271571,te
24706,Josh Downs IND (11),2023,259.5,4.547305589137254,51.61879502661797,wr
19631,James Robinson NYG (13),2023,260.5,6.55338276900025,27.577164466275352,rb
25265,DeWayne McBride MIN (13),2023,261.0,3.462708595928628,66.46803743153546,rb
18627,Chase Claypool CHI (13),2023,261.5,3.982996094788115,24.748737341529164,wr
24352,Israel Abanikanda NYJ (7),2023,261.5,3.450833595928628,40.30508652763321,rb
11610,Robert Woods HOU (7),2023,263.0,3.9457805352626036,39.59797974644666,wr
25329,Kenny McIntosh SEA (5),2023,264.0,3.783471567947675,23.19310242291876,rb
22845,Joshua Palmer LAC (5),2023,265.0,5.019948139232734,4.242640687119285,wr
18706,Darius Slayton NYG (13),2023,265.0,4.661398620342566,1.4142135623730951,wr
12128,Jarvis Landry,2023,269.0,5.1281694305608205,21.496046148071045,wr
12126,Allen Robinson II PIT (6),2023,269.0,4.361648571921909,2.8284271247461903,wr
