Player,ATT_RUSHING,YDS_RUSHING,TDS_RUSHING,REC_RECEIVING,YDS_RECEIVING,TDS_RECEIVING,FL_MISC,FPTS_MISC_proj,Season,pid,FPTS_MISC_real,FPTS/G_MISC
C.J. Uzomah NYJ,,,,34.0,336.1,2.9,0.1,67.6,2021,14084,103.8,6.5
Dan Arnold PHI,,,,29.3,368.2,2.5,0.4,65.3,2021,17143,58.3,5.3
Tyler Conklin NYJ,,,,32.0,328.5,2.5,0.1,64.0,2021,17598,107.8,6.3
Donald Parham Jr. LAC,,,,28.0,340.2,2.5,0.1,62.8,2021,18835,49.0,3.5
Mo Alie-Cox IND,,,,29.3,321.8,2.3,0.4,60.0,2021,16579,67.6,4.0
Dalton Schultz HOU,,,,30.4,304.4,2.4,0.1,59.8,2021,17349,169.8,10.0
Will Dissly SEA,,,,26.9,279.5,2.7,0.1,57.2,2021,18049,39.6,3.0
Jimmy Graham NO,,,,26.7,270.8,2.6,0.1,56.2,2021,9712,43.7,4.0
Albert Okwuegbunam DEN,,,,25.0,286.2,1.9,0.1,52.7,2021,18246,59.5,4.3
Jacob Hollister LV,,,,29.5,270.2,2.0,0.5,52.5,2021,16527,16.0,2.3
David Njoku CLE,,,,22.6,247.5,2.3,0.0,49.8,2021,16399,89.6,6.0
Stephen Carlson CHI,,,,20.0,218.0,3.0,0.0,49.8,2021,18757,,
Juwan Johnson NO,,,,24.1,250.3,1.6,0.2,46.6,2021,19562,46.4,3.6
Tyler Kroft MIA,,,,22.8,227.7,2.1,0.0,46.4,2021,13960,31.3,3.5
Drew Sample CIN,,,,26.4,241.2,1.5,0.4,45.8,2021,18561,13.6,1.4
Brevin Jordan HOU,,,,23.2,234.6,1.5,0.6,43.0,2021,20162,45.8,5.7
Harrison Bryant CLE,,,,20.6,216.0,2.0,1.1,41.9,2021,19389,51.8,3.5
Pat Freiermuth PIT,,,,22.9,222.2,1.5,0.6,41.7,2021,20163,121.7,7.6
Geoff Swaim ARI,,,,22.2,206.0,1.7,0.0,41.6,2021,14164,54.5,3.4
Foster Moreau NO,,,,14.7,157.9,2.1,0.1,35.8,2021,18397,70.3,4.7
Hunter Long LAR,,,,19.4,195.0,1.2,0.5,35.2,2021,22783,1.3,0.4
Pharaoh Brown IND,,,,17.6,176.6,1.4,0.0,34.7,2021,16937,26.6,2.0
Kylen Granson IND,,,,17.2,177.8,1.1,0.1,32.8,2021,22841,16.1,1.6
Ian Thomas CAR,,,,17.4,153.0,1.2,0.0,30.9,2021,17387,27.8,2.0
Chris Manhertz DEN,,,,16.5,163.9,1.0,0.0,30.6,2021,14014,16.1,1.6
Brycen Hopkins LAR,,,,15.1,154.8,1.0,0.1,29.1,2021,19234,1.4,1.4
Noah Gray KC,,,,14.4,146.7,1.1,0.5,27.6,2021,19539,13.1,1.9
Matt Sokol NE,,,,13.0,140.0,1.0,0.0,26.5,2021,18921,,
Marcedes Lewis CHI,,,,11.5,121.0,1.4,0.0,26.2,2021,9413,32.9,2.5
Reggie Gilliam BUF,,,,11.0,77.0,2.0,0.0,25.2,2021,19844,4.1,0.5
Reggie Gilliam BUF,,,,11.0,77.0,2.0,0.0,25.2,2021,19844,0.0,0.0
Ross Dwelley SF,,,,12.7,134.4,0.9,0.0,25.2,2021,17886,13.1,3.3
Luke Farrell JAC,,,,14.8,139.8,0.7,0.5,24.7,2021,19501,9.1,1.0
Jacob Harris JAC,,,,10.6,136.6,0.8,0.0,23.6,2021,23251,0.0,0.0
Jacob Harris JAC,,,,10.6,136.6,0.8,0.0,23.6,2021,23251,0.0,0.0
Durham Smythe MIA,,,,13.2,109.0,1.0,0.0,23.2,2021,17508,53.0,3.3
Darrell Daniels DET,,,,11.3,119.0,0.9,0.1,22.9,2021,16582,0.5,0.1
Devin Asiasi CIN,,,,10.5,117.9,1.1,0.5,22.5,2021,19435,,
John Bates WAS,,,,12.4,119.2,0.8,0.5,21.6,2021,22833,40.9,3.1
Josh Oliver MIN,,,,10.0,103.2,1.0,0.1,21.1,2021,18487,11.1,1.0
Tommy Sweeney NYG,,,,9.3,102.8,0.8,0.0,19.8,2021,18325,14.9,2.1
Jace Sternberger BUF,,,,9.6,88.4,1.0,0.0,19.7,2021,18614,,
Josiah Deguara GB,,,,7.6,82.7,0.9,0.1,17.4,2021,19456,49.0,3.5
Blake Bell KC,,,,9.2,88.9,0.6,0.0,16.8,2021,13966,14.2,1.2
Jordan Thomas CAR,,,,8.3,74.0,0.8,0.0,16.1,2021,17399,,
Tre' McKitty LAC,,,,8.0,83.9,0.6,0.0,15.8,2021,22807,7.5,1.3
Tommy Tremble CAR,,,,8.6,85.4,0.4,0.5,14.2,2021,22795,43.1,2.9
Noah Togiai ARI,,,,6.4,60.8,0.5,0.0,12.4,2021,19688,0.0,0.0
Charlie Woerner SF,,,,5.4,63.9,0.4,0.0,11.7,2021,19665,7.7,1.0
Zach Gentry PIT,,,,6.1,55.1,0.5,0.0,11.4,2021,18690,26.2,2.6
Jesse James NO,,,,5.9,49.3,0.4,0.0,10.5,2021,13959,15.7,3.1
Nick Vannett HOU,,,,4.5,47.7,0.5,0.0,10.2,2021,15645,23.8,3.4
Brandon Dillon WAS,,,,4.4,46.7,0.4,0.0,9.4,2021,18400,,
Johnny Mundt MIN,,,,4.4,46.5,0.4,0.0,9.1,2021,16743,1.4,0.5
Alize Mack TEN,,,,4.0,39.6,0.2,0.0,7.2,2021,18596,,
Mason Schreck HOU,,,,3.5,36.8,0.3,0.0,7.1,2021,16541,,
Colby Parkinson SEA,,,,2.8,29.6,0.3,0.0,6.2,2021,19372,5.8,1.0
Eric Tomlinson HOU,,,,2.8,28.8,0.3,0.0,5.9,2021,14339,1.2,0.2
Dominique Dafney TB,,,,2.4,25.7,0.2,0.0,5.0,2021,22672,4.4,0.7
Sean McKeon DAL,,,,2.5,25.8,0.2,0.0,4.7,2021,19726,10.7,2.1
Zach Davidson BUF,,,,2.4,24.0,0.2,0.0,4.7,2021,23394,,
Tanner Hudson CIN,,,,2.1,23.0,0.2,0.0,4.6,2021,17826,,
Trevon Wesco TEN,,,,2.3,24.4,0.1,0.0,4.3,2021,18567,5.0,0.6
Eric Saubert MIA,,,,2.3,22.9,0.1,0.0,4.3,2021,16706,14.7,1.5
Kevin Rader TEN,,,,0.9,9.3,0.0,0.0,1.6,2021,17802,1.8,0.6
Hakeem Butler PIT,,,,0.8,8.4,0.0,0.0,1.3,2021,18229,,
Jesper Horsted LV,,,,0.8,8.3,0.0,0.0,1.2,2021,18482,15.1,3.8
Colin Thompson MIN,,,,0.7,6.7,0.0,0.0,1.0,2021,17182,0.0,0.0
Mark Andrews BAL,,,,94.8,1182.3,8.7,0.3,217.3,2022,17269,154.0,10.3
Travis Kelce KC,,,,96.0,1134.7,9.0,0.3,215.1,2022,11594,261.3,15.4
Kyle Pitts ATL,,,,75.0,989.6,5.0,0.2,166.0,2022,20164,61.6,6.2
Darren Waller NYG,,,,74.9,907.0,5.3,0.2,159.4,2022,14104,70.8,7.9
Dalton Schultz HOU,,,,76.9,800.4,5.9,0.2,153.7,2022,17349,114.2,7.6
George Kittle SF,,,,67.3,817.2,5.4,0.3,147.1,2022,16499,170.5,11.4
Dallas Goedert PHI,,,,63.5,772.8,4.8,0.2,137.6,2022,17270,113.7,9.5
T.J. Hockenson MIN,,,,67.9,697.8,5.2,0.2,134.4,2022,18290,172.4,10.1
Dawson Knox BUF,,,,52.4,629.3,6.2,0.2,126.2,2022,18631,111.7,7.4
Hunter Henry NE,,,,55.3,631.2,5.8,0.1,125.6,2022,15561,83.4,5.2
Zach Ertz ARI,,,,63.3,650.8,4.5,0.1,123.6,2022,11689,92.1,9.2
Cole Kmet CHI,,,,61.3,637.1,3.9,0.2,117.3,2022,19229,122.3,7.2
Tyler Higbee LAR,,,,57.9,583.2,4.8,0.2,115.7,2022,15623,116.0,7.3
Noah Fant SEA,,,,59.3,639.4,3.6,0.1,115.1,2022,17527,97.6,5.7
Mike Gesicki NE,,,,57.4,622.1,4.0,0.1,114.7,2022,17272,82.2,4.8
Pat Freiermuth PIT,,,,62.1,588.4,4.1,0.2,114.0,2022,20163,116.7,7.8
David Njoku CLE,,,,53.5,583.0,4.0,0.1,108.7,2022,16399,113.0,8.1
Irv Smith Jr. CIN,,,,50.9,571.1,4.4,0.2,108.6,2022,18610,42.7,5.3
Gerald Everett LAC,,,,52.4,546.4,4.4,0.3,106.9,2022,16459,110.5,7.4
Albert Okwuegbunam DEN,,,,48.9,511.3,4.7,0.2,103.3,2022,18246,20.5,3.4
Robert Tonyan CHI,,,,46.6,529.7,4.5,0.1,102.8,2022,16502,85.5,5.0
Evan Engram JAC,,,,53.2,550.5,3.5,0.2,102.5,2022,16411,140.4,8.3
Logan Thomas WAS,,,,48.9,513.0,4.3,0.1,101.2,2022,12095,57.8,4.4
Austin Hooper LV,,,,48.5,485.8,3.7,0.1,94.5,2022,15581,76.9,4.5
Hayden Hurst CAR,,,,42.1,446.5,3.8,0.2,88.0,2022,17283,82.9,5.9
Mo Alie-Cox IND,,,,38.1,454.0,3.4,0.2,84.4,2022,16579,44.4,3.2
Brevin Jordan HOU,,,,41.7,432.2,2.7,0.2,80.0,2022,20162,19.8,2.2
Isaiah Likely BAL,,,,31.9,351.9,2.9,0.2,68.2,2022,23781,73.3,5.2
Adam Trautman DEN,,,,31.6,334.9,3.0,0.1,67.1,2022,19423,35.7,2.7
C.J. Uzomah NYJ,,,,34.2,343.2,2.5,0.1,66.4,2022,14084,45.7,3.3
Jonnu Smith ATL,,,,30.7,328.7,2.6,0.1,63.7,2022,16460,38.5,3.2
Andrew Beck HOU,,,,27.9,295.3,2.9,0.0,60.6,2022,18748,0.0,0.0
Andrew Beck HOU,,,,27.9,295.3,2.9,0.0,60.6,2022,18748,9.4,1.0
Tyler Conklin NYJ,,,,32.0,305.3,2.1,0.1,58.6,2022,17598,102.5,6.0
Tommy Tremble CAR,,,,28.3,293.9,2.2,0.1,56.4,2022,22795,42.9,2.9
Dan Arnold PHI,,,,26.4,310.8,2.0,0.1,56.1,2022,17143,18.0,1.6
Harrison Bryant CLE,,,,28.4,294.3,1.9,0.1,55.1,2022,19389,46.2,3.3
Jordan Akins CLE,,,,29.2,305.5,1.5,0.0,53.8,2022,17415,98.0,6.5
Daniel Bellinger NYG,,,,25.6,262.1,1.8,0.2,49.8,2022,24238,60.0,5.5
Foster Moreau NO,,,,23.6,257.8,1.9,0.1,48.7,2022,18397,68.7,4.9
Geoff Swaim ARI,,,,24.5,225.0,2.0,0.1,46.5,2022,14164,17.8,1.5
Donald Parham Jr. LAC,,,,20.7,219.0,2.0,0.1,44.2,2022,18835,24.0,4.0
Durham Smythe MIA,,,,23.5,230.4,1.4,0.0,43.3,2022,17508,32.5,2.5
Kylen Granson IND,,,,20.6,233.6,1.5,0.2,42.1,2022,22841,45.7,3.5
Josiah Deguara GB,,,,19.7,209.7,1.7,0.1,40.6,2022,19456,17.9,2.0
Pharaoh Brown IND,,,,21.6,218.4,1.2,0.1,39.9,2022,16937,17.7,2.0
Greg Dulcich DEN,,,,19.3,211.8,1.5,0.1,39.6,2022,23153,69.6,7.0
Anthony Firkser NE,,,,18.0,203.9,1.2,0.0,36.8,2022,16787,14.5,1.8
Will Dissly SEA,,,,17.4,178.6,1.3,0.2,33.8,2022,18049,69.9,4.7
Taysom Hill NO,,,,16.5,161.0,1.5,0.0,33.4,2022,17115,141.3,8.8
Trey McBride ARI,,,,14.9,163.7,1.3,0.1,31.5,2022,22936,47.0,3.9
Ian Thomas CAR,,,,16.9,167.8,1.0,0.1,31.1,2022,17387,30.2,2.2
Jelani Woods IND,,,,14.9,165.0,1.2,0.1,30.8,2022,23829,61.7,5.1
Chris Myarick NYG,,,,15.8,152.9,1.2,0.1,29.9,2022,19098,0.0,0.0
Chris Myarick NYG,,,,15.8,152.9,1.2,0.1,29.9,2022,19098,16.0,1.6
John Bates WAS,,,,14.0,146.8,1.3,0.1,29.2,2022,22833,23.8,2.4
Zach Davidson BUF,,,,14.0,148.0,1.0,0.0,27.8,2022,23394,0.0,0.0
Jake Ferguson DAL,,,,14.0,151.6,0.9,0.1,27.5,2022,22718,38.9,3.5
Marcedes Lewis CHI,,,,13.6,145.7,1.0,0.0,27.5,2022,9413,23.6,3.9
Cade Otton TB,,,,12.1,137.8,1.1,0.1,26.3,2022,23181,72.1,4.5
Brycen Hopkins LAR,,,,12.1,121.3,1.2,0.1,24.9,2022,19234,14.4,2.1
Kendall Blanton KC,,,,11.0,133.0,1.0,0.0,24.8,2022,18431,4.5,2.3
Parker Hesse ATL,,,,12.6,125.7,0.8,0.2,23.1,2022,19067,13.4,1.1
Zach Gentry PIT,,,,12.1,112.1,0.9,0.0,22.4,2022,18690,22.7,1.6
Connor Heyward PIT,,,,11.6,116.2,0.7,0.1,21.5,2022,24562,29.8,2.0
Jody Fortson KC,,,,9.4,94.4,1.2,0.1,21.1,2022,18831,25.3,2.5
Noah Gray KC,,,,9.8,98.6,1.1,0.1,21.1,2022,19539,56.0,3.3
Drew Sample CIN,,,,10.1,104.4,0.8,0.1,19.9,2022,18561,0.8,0.4
Chris Manhertz DEN,,,,9.6,103.1,0.7,0.1,19.3,2022,14014,7.2,0.9
Tyler Kroft MIA,,,,9.2,93.6,0.8,0.0,18.7,2022,13960,7.7,1.3
Ross Dwelley SF,,,,9.7,88.3,0.7,0.0,18.0,2022,17886,18.0,3.6
Peyton Hendershot DAL,,,,8.3,86.2,0.8,0.1,17.2,2022,22971,34.0,2.8
Blake Bell KC,,,,8.8,81.4,0.8,0.0,17.1,2022,13966,9.0,4.5
Luke Farrell JAC,,,,7.6,80.8,0.6,0.1,15.1,2022,19501,6.0,1.5
Tyree Jackson PHI,,,,7.2,69.4,0.7,0.1,14.6,2022,18591,0.0,0.0
Chigoziem Okonkwo TEN,,,,7.0,74.1,0.6,0.0,14.4,2022,23982,81.2,5.1
Brock Wright DET,,,,7.3,71.7,0.6,0.1,14.1,2022,23341,54.6,3.9
Johnny Mundt MIN,,,,6.9,68.4,0.6,0.1,13.7,2022,16743,29.5,2.3
MyCole Pruitt ATL,,,,7.2,69.2,0.5,0.0,13.6,2022,13964,47.0,4.7
Nick Vannett HOU,,,,6.2,65.0,0.6,0.1,13.3,2022,15645,8.5,1.2
Armani Rogers WAS,,,,6.2,64.9,0.5,0.0,12.6,2022,24242,11.5,1.3
Tre' McKitty LAC,,,,6.9,69.5,0.4,0.1,12.5,2022,22807,12.2,0.9
Jack Stoll PHI,,,,7.1,73.7,0.3,0.0,12.5,2022,23193,17.8,1.8
Eric Tomlinson HOU,,,,5.4,57.9,0.5,0.0,11.7,2022,14339,24.4,2.7
Tanner Hudson CIN,,,,5.7,61.9,0.4,0.1,11.4,2022,17826,18.2,3.0
Jesper Horsted LV,,,,5.4,57.1,0.5,0.0,11.2,2022,18482,3.4,0.7
Colby Parkinson SEA,,,,5.4,52.2,0.4,0.1,10.2,2022,19372,56.7,4.1
Eric Saubert MIA,,,,4.9,46.7,0.5,0.0,9.9,2022,16706,28.3,2.0
Ko Kieft TB,,,,4.4,46.5,0.4,0.0,9.2,2022,24568,17.5,1.3
Dominique Dafney TB,,,,4.1,40.8,0.4,0.0,8.3,2022,22672,0.0,0.0
Grant Calcaterra PHI,,,,3.8,38.9,0.4,0.0,8.2,2022,24180,10.6,1.8
Reggie Gilliam BUF,,,,4.1,37.9,0.4,0.0,8.2,2022,19844,18.1,2.3
Reggie Gilliam BUF,,,,4.1,37.9,0.4,0.0,8.2,2022,19844,0.0,0.0
Jace Sternberger BUF,,,,4.2,39.9,0.3,0.0,8.1,2022,18614,0.0,0.0
Darrell Daniels DET,,,,4.1,39.9,0.3,0.0,8.1,2022,16582,0.0,0.0
Kevin Rader TEN,,,,4.2,39.4,0.3,0.0,8.0,2022,17802,0.0,0.0
Devin Asiasi CIN,,,,4.1,37.5,0.3,0.0,7.8,2022,19435,1.5,0.3
Jeremy Ruckert NYJ,,,,3.9,39.3,0.3,0.0,7.7,2022,23742,1.3,0.7
Tommy Hudson DEN,,,,3.7,36.7,0.3,0.0,7.6,2022,19893,0.0,0.0
Colin Thompson MIN,,,,3.7,37.2,0.3,0.0,7.5,2022,17182,0.0,0.0
Tommy Sweeney NYG,,,,3.9,43.4,0.2,0.0,7.3,2022,18325,1.2,0.6
Stephen Sullivan CAR,,,,3.7,37.6,0.3,0.0,7.3,2022,19641,5.6,0.7
Jesse James NO,,,,4.0,38.5,0.2,0.0,7.2,2022,13959,0.0,0.0
Jake Tonges CHI,,,,3.6,37.3,0.3,0.0,7.1,2022,24778,0.0,0.0
Daniel Helm DET,,,,3.6,33.2,0.2,0.0,6.5,2022,18350,0.0,0.0
Charlie Woerner SF,,,,3.0,28.7,0.3,0.0,6.0,2022,19665,0.0,0.0
Juwan Johnson NO,,,,2.6,29.0,0.3,0.0,5.7,2022,19562,113.8,7.1
Charlie Kolar BAL,,,,2.6,27.6,0.3,0.0,5.5,2022,22756,6.9,6.9
Josh Oliver MIN,,,,2.6,26.1,0.2,0.0,5.4,2022,18487,33.9,2.8
Cole Turner WAS,,,,2.1,22.3,0.2,0.0,4.4,2022,23727,3.3,0.5
Hunter Long LAR,,,,2.0,19.9,0.2,0.0,4.0,2022,22783,0.0,0.0
Quintin Morris BUF,,,,1.9,19.3,0.2,0.0,3.9,2022,22820,16.4,1.8
Tanner Conner MIA,,,,1.9,18.8,0.2,0.0,3.8,2022,24216,0.0,0.0
Tanner Conner MIA,,,,1.9,18.8,0.2,0.0,3.8,2022,24216,0.0,0.0
Mitchell Wilcox CIN,,,,1.8,18.3,0.2,0.0,3.7,2022,19510,28.4,3.2
James Mitchell DET,,,,1.8,18.3,0.2,0.0,3.6,2022,23174,22.8,2.9
Shane Zylstra DET,,,,1.8,18.1,0.2,0.0,3.6,2022,23461,35.5,3.9
Jared Pinkney CHI,,,,0.0,0.0,0.0,0.0,0.0,2022,19250,0.0,0.0
Miller Forristall CLE,,,,0.0,0.0,0.0,0.0,0.0,2022,22831,0.0,0.0
Troy Fumagalli SF,,,,0.0,0.0,0.0,0.0,0.0,2022,17273,0.0,0.0
Sammis Reyes JAC,,,,0.0,0.0,0.0,0.0,0.0,2022,23212,0.0,0.0
Travis Kelce KC,,,,104.8,1242.7,9.8,0.6,234.8,2023,11594,261.3,15.4
Mark Andrews BAL,,,,75.0,886.4,6.3,0.4,164.6,2023,17269,154.0,10.3
T.J. Hockenson MIN,,,,82.4,830.6,5.8,0.5,157.8,2023,18290,172.4,10.1
George Kittle SF,,,,60.7,800.3,6.1,0.5,146.5,2023,16499,170.5,11.4
Darren Waller NYG,,,,63.3,773.1,4.4,0.6,134.2,2023,14104,70.8,7.9
Dallas Goedert PHI,,,,64.5,756.8,4.2,0.6,132.2,2023,17270,113.7,9.5
Kyle Pitts ATL,,,,59.2,772.1,3.9,0.3,129.9,2023,20164,61.6,6.2
Evan Engram JAC,,,,63.8,657.0,3.6,0.5,118.9,2023,16411,140.4,8.3
Pat Freiermuth PIT,,,,59.9,635.9,4.0,0.5,116.8,2023,20163,116.7,7.8
Dalton Schultz HOU,,,,56.7,585.6,4.2,0.5,111.2,2023,17349,114.2,7.6
David Njoku CLE,,,,53.8,585.1,4.2,0.5,110.7,2023,16399,113.0,8.1
Chigoziem Okonkwo TEN,,,,47.8,584.2,3.7,0.0,107.7,2023,23982,81.2,5.1
Greg Dulcich DEN,,,,49.4,598.3,3.8,0.0,107.6,2023,23153,69.6,7.0
Tyler Higbee LAR,,,,60.7,565.7,3.4,0.3,106.8,2023,15623,116.0,7.3
Gerald Everett LAC,,,,52.6,536.1,3.7,0.6,101.1,2023,16459,110.5,7.4
Cole Kmet CHI,,,,44.1,483.9,4.1,0.1,94.8,2023,19229,122.3,7.2
Juwan Johnson NO,,,,39.9,471.7,4.1,0.0,92.0,2023,19562,113.8,7.1
Dalton Kincaid BUF,,,,41.3,484.0,3.7,0.4,90.3,2023,25247,0.0,0.0
Irv Smith Jr. CIN,,,,43.6,416.1,4.1,0.0,87.9,2023,18610,42.7,5.3
Noah Fant SEA,,,,44.6,462.6,2.8,0.1,85.6,2023,17527,97.6,5.7
Hunter Henry NE,,,,39.1,471.8,2.8,0.1,83.6,2023,15561,83.4,5.2
Hayden Hurst CAR,,,,45.3,436.3,3.0,0.5,83.3,2023,17283,82.9,5.9
Sam LaPorta DET,,,,39.4,431.2,3.2,0.4,81.2,2023,22978,0.0,0.0
Tyler Conklin NYJ,,,,46.0,424.0,2.3,0.0,79.8,2023,17598,102.5,6.0
Dawson Knox BUF,,,,35.4,402.6,3.6,0.2,79.1,2023,18631,111.7,7.4
Cade Otton TB,,,,44.2,438.8,2.1,0.0,78.8,2023,23181,72.1,4.5
Zach Ertz ARI,,,,43.0,423.5,2.3,0.4,77.2,2023,11689,92.1,9.2
Jelani Woods IND,,,,34.3,419.4,2.9,0.0,76.5,2023,23829,61.7,5.1
Logan Thomas WAS,,,,42.9,410.8,2.0,0.1,74.5,2023,12095,57.8,4.4
Mike Gesicki NE,,,,35.1,406.7,2.6,0.1,73.5,2023,17272,82.2,4.8
Michael Mayer LV,,,,36.7,386.3,2.6,0.4,72.1,2023,23056,0.0,0.0
Trey McBride ARI,,,,37.5,400.9,2.2,0.4,71.3,2023,22936,47.0,3.9
Taysom Hill NO,,,,13.4,193.6,1.8,1.2,64.5,2023,17115,141.3,8.8
Luke Musgrave GB,,,,33.4,347.0,2.3,0.4,64.3,2023,25282,0.0,0.0
Austin Hooper LV,,,,29.1,317.5,1.8,0.0,57.0,2023,15581,76.9,4.5
Jake Ferguson DAL,,,,28.2,289.8,2.1,0.0,55.7,2023,22718,38.9,3.5
Isaiah Likely BAL,,,,24.5,304.0,2.1,0.0,55.1,2023,23781,73.3,5.2
Luke Schoonmaker DAL,,,,23.5,258.4,1.6,0.4,46.6,2023,25267,0.0,0.0
Robert Tonyan CHI,,,,20.3,229.1,1.6,0.0,42.6,2023,16502,85.5,5.0
Donald Parham Jr. LAC,,,,17.9,215.1,1.5,0.0,39.7,2023,18835,24.0,4.0
Noah Gray KC,,,,20.1,225.2,1.0,0.0,39.4,2023,19539,56.0,3.3
Jordan Akins CLE,,,,18.6,225.1,1.2,0.2,38.7,2023,17415,98.0,6.5
Brock Wright DET,,,,17.1,178.1,2.0,0.0,38.6,2023,23341,54.6,3.9
Jonnu Smith ATL,,,,18.5,211.6,1.2,0.0,38.3,2023,16460,38.5,3.2
C.J. Uzomah NYJ,,,,18.3,199.0,1.4,0.0,37.7,2023,14084,45.7,3.3
Brenton Strange JAC,,,,22.6,193.7,1.3,0.4,37.6,2023,25345,0.0,0.0
Will Dissly SEA,,,,19.0,213.3,1.1,0.0,37.5,2023,18049,69.9,4.7
Durham Smythe MIA,,,,20.8,204.6,1.0,0.0,37.1,2023,17508,32.5,2.5
Foster Moreau NO,,,,16.2,232.9,1.0,0.4,36.5,2023,18397,68.7,4.9
Kylen Granson IND,,,,17.8,207.6,0.8,0.0,34.8,2023,22841,45.7,3.5
Josiah Deguara GB,,,,18.9,181.3,1.0,0.0,33.5,2023,19456,17.9,2.0
Tommy Tremble CAR,,,,16.7,159.3,1.6,0.5,33.4,2023,22795,42.9,2.9
Harrison Bryant CLE,,,,17.8,186.8,0.9,0.2,32.7,2023,19389,46.2,3.3
Jimmy Graham NO,,,,19.2,154.4,1.2,0.0,32.2,2023,9712,0.0,0.0
Brevin Jordan HOU,,,,16.0,202.1,0.6,0.0,31.5,2023,20162,19.8,2.2
Albert Okwuegbunam DEN,,,,14.8,180.6,1.1,0.3,31.4,2023,18246,20.5,3.4
Darnell Washington PIT,,,,15.2,194.8,0.8,0.4,31.2,2023,22967,0.0,0.0
Charlie Kolar BAL,,,,14.8,166.6,0.9,0.0,29.5,2023,22756,6.9,6.9
Josh Oliver MIN,,,,15.2,150.4,1.1,0.0,29.1,2023,18487,33.9,2.8
Colby Parkinson SEA,,,,14.5,169.0,0.8,0.0,28.9,2023,19372,56.7,4.1
Tucker Kraft GB,,,,14.0,168.3,0.9,0.4,28.8,2023,25298,0.0,0.0
Mo Alie-Cox IND,,,,12.5,165.6,1.1,0.5,28.1,2023,16579,44.4,3.2
Geoff Swaim ARI,,,,20.9,129.6,0.7,0.0,27.6,2023,14164,17.8,1.5
Ian Thomas CAR,,,,16.5,150.5,0.7,0.0,27.5,2023,17387,30.2,2.2
Brycen Hopkins LAR,,,,13.1,148.0,0.9,0.0,26.6,2023,19234,14.4,2.1
Dan Arnold PHI,,,,10.0,166.2,0.8,0.2,26.1,2023,17143,18.0,1.6
Peyton Hendershot DAL,,,,11.2,135.7,1.1,0.1,26.1,2023,22971,34.0,2.8
Elijah Higgins MIA,,,,11.0,162.1,0.7,0.1,25.8,2023,23119,0.0,0.0
Lawrence Cager NYG,,,,11.5,134.0,1.0,0.0,25.5,2023,19701,24.3,4.1
Lawrence Cager NYG,,,,11.5,134.0,1.0,0.0,25.5,2023,19701,0.0,0.0
Adam Trautman DEN,,,,11.4,166.2,0.6,0.2,25.4,2023,19423,35.7,2.7
John Bates WAS,,,,14.2,136.0,0.7,0.0,24.7,2023,22833,23.8,2.4
Daniel Bellinger NYG,,,,9.9,155.7,0.7,0.4,24.1,2023,24238,60.0,5.5
Teagan Quitoriano HOU,,,,10.9,131.2,0.9,0.0,23.7,2023,24182,26.8,3.8
Cameron Latu SF,,,,13.1,123.7,0.8,0.0,23.7,2023,24331,0.0,0.0
Davis Allen LAR,,,,16.2,101.5,0.8,0.4,22.5,2023,23761,0.0,0.0
Miller Forristall CLE,,,,11.0,109.0,1.0,0.0,22.4,2023,22831,0.0,0.0
Payne Durham TB,,,,13.7,119.6,0.6,0.4,22.4,2023,25346,0.0,0.0
Eric Saubert MIA,,,,13.1,113.1,0.7,0.0,22.3,2023,16706,28.3,2.0
Blake Bell KC,,,,9.4,88.9,1.0,0.0,22.2,2023,13966,9.0,4.5
Brayden Willis SF,,,,10.0,109.0,1.0,0.0,21.9,2023,25469,0.0,0.0
Tre' McKitty LAC,,,,11.9,119.7,0.6,0.0,21.6,2023,22807,12.2,0.9
Jody Fortson KC,,,,10.8,117.9,0.6,0.4,20.1,2023,18831,25.3,2.5
Josh Whyle TEN,,,,9.9,104.8,0.7,0.0,19.8,2023,22923,0.0,0.0
Andrew Ogletree IND,,,,10.0,88.0,1.0,0.0,19.8,2023,24561,0.0,0.0
Jack Stoll PHI,,,,10.4,106.0,0.4,0.0,18.3,2023,23193,17.8,1.8
Zach Gentry PIT,,,,10.6,92.3,0.5,0.0,17.8,2023,18690,22.7,1.6
Zack Kuntz NYJ,,,,7.1,108.4,0.5,0.0,17.5,2023,25347,0.0,0.0
Connor Heyward PIT,,,,7.1,91.8,0.6,0.0,17.5,2023,24562,29.8,2.0
Andrew Beck HOU,,,,8.5,95.5,0.3,0.0,17.2,2023,18748,0.0,0.0
Andrew Beck HOU,,,,8.5,95.5,0.3,0.0,17.2,2023,18748,9.4,1.0
Jeremy Ruckert NYJ,,,,6.5,103.8,0.5,0.0,16.7,2023,23742,1.3,0.7
Stone Smartt LAC,,,,8.7,78.0,0.7,0.0,16.4,2023,24621,3.7,1.2
Ko Kieft TB,,,,7.8,85.1,0.6,0.0,16.2,2023,24568,17.5,1.3
James Mitchell DET,,,,6.6,97.0,0.5,0.0,16.1,2023,23174,22.8,2.9
Stephen Sullivan CAR,,,,8.8,87.2,0.5,0.0,16.1,2023,19641,5.6,0.7
Tyler Kroft MIA,,,,8.0,83.0,0.6,0.0,15.7,2023,13960,7.7,1.3
Marcedes Lewis CHI,,,,8.0,49.0,1.1,0.0,15.5,2023,9413,23.6,3.9
Drew Sample CIN,,,,8.7,82.0,0.5,0.1,15.3,2023,18561,0.8,0.4
