Player,ATT_RUSHING,YDS_RUSHING,TDS_RUSHING,REC_RECEIVING,YDS_RECEIVING,TDS_RECEIVING,FL_MISC,FPTS_MISC_proj,Season,pid,FPTS_MISC_real,FPTS/G_MISC
Marquise Brown ARI,1.4,8.6,0.0,64.3,867.2,7.3,0.4,162.9,2021,18226,180.8,11.3
Curtis Samuel WAS,24.8,129.6,1.1,65.5,764.7,5.1,0.5,158.5,2021,16434,6.8,1.4
Laviska Shenault Jr. CAR,19.8,110.1,0.6,69.9,790.5,4.9,0.5,157.2,2021,19221,95.5,6.0
DeVante Parker NE,0.0,0.0,0.0,67.9,878.5,5.6,0.5,154.4,2021,13897,83.5,8.4
Mike Williams LAC,0.2,0.4,0.0,57.3,899.8,6.0,0.4,153.7,2021,16377,208.6,13.0
DeVonta Smith PHI,1.6,11.2,0.0,63.3,889.9,5.2,0.8,151.3,2021,19222,153.6,9.0
Michael Thomas NO,0.4,0.8,0.0,71.0,834.3,5.1,0.7,148.2,2021,15528,,
Corey Davis NYJ,0.4,3.0,0.0,66.7,885.3,4.4,0.5,147.6,2021,16385,88.2,9.8
Michael Pittman Jr. IND,3.5,22.5,0.0,63.5,822.9,5.0,0.5,145.3,2021,19278,194.6,11.4
Jakobi Meyers LV,1.0,4.8,0.0,65.1,835.7,4.2,0.2,141.7,2021,18598,144.8,9.1
Russell Gage TB,1.2,6.3,0.0,72.2,780.2,4.3,0.4,139.9,2021,17606,130.0,10.0
Cole Beasley NYG,0.0,0.0,0.0,68.0,783.2,4.5,0.4,138.6,2021,11459,118.3,7.4
Darnell Mooney CHI,2.9,16.8,0.0,65.9,774.1,4.5,0.5,138.0,2021,19810,179.2,10.5
Mecole Hardman Jr. NYJ,6.5,44.7,0.1,54.2,745.5,5.5,1.1,137.2,2021,18587,111.4,6.6
Sterling Shepard NYG,3.8,30.4,0.2,67.9,720.0,4.0,0.4,133.7,2021,15569,59.7,8.5
Jaylen Waddle MIA,2.8,24.5,0.0,55.8,777.4,4.5,0.8,133.6,2021,19790,193.8,12.1
Nelson Agholor BAL,0.5,3.2,0.0,52.0,754.8,5.0,0.4,130.8,2021,13969,84.9,5.7
Marquez Callaway DEN,2.4,18.3,0.0,54.5,702.2,4.1,0.2,123.3,2021,19505,128.8,7.6
Jamison Crowder NYG,0.4,3.8,0.0,59.6,659.3,4.3,0.4,121.1,2021,13976,84.2,7.0
Jalen Reagor MIN,2.5,14.0,0.0,51.9,685.7,3.9,0.5,118.5,2021,19219,61.6,3.6
Tre'Quan Smith NO,0.2,0.4,0.0,45.7,645.2,5.1,0.1,117.6,2021,17261,71.7,7.2
Elijah Moore CLE,0.5,3.2,0.0,54.6,675.1,3.6,0.2,116.3,2021,20114,116.7,10.6
Gabe Davis BUF,0.2,0.0,0.0,41.7,626.9,5.1,0.1,113.8,2021,19398,108.4,7.2
Randall Cobb NYJ,1.4,7.5,0.0,52.1,620.8,4.3,0.5,113.6,2021,9902,79.6,7.2
Rondale Moore ARI,4.5,33.7,0.2,50.1,623.9,3.5,0.8,111.6,2021,19796,82.1,5.9
Christian Kirk JAC,4.9,34.3,0.0,48.1,584.4,4.0,0.4,109.5,2021,17268,169.1,9.9
Darius Slayton NYG,0.6,2.1,0.0,43.8,617.5,3.6,0.4,104.5,2021,18706,55.6,4.3
Parris Campbell NYG,4.1,25.5,0.1,47.0,572.3,3.3,0.2,103.3,2021,18463,27.2,4.5
Terrace Marshall Jr. CAR,0.4,2.2,0.0,45.6,584.8,3.6,0.8,101.3,2021,23242,24.3,2.0
Amon-Ra St. Brown DET,0.0,0.0,0.0,48.2,579.3,3.2,0.2,100.7,2021,19799,182.3,11.4
Bryan Edwards NO,4.0,30.8,0.0,41.2,553.6,3.4,0.2,99.0,2021,18634,92.1,5.8
Hunter Renfrow LV,0.0,0.0,0.0,45.6,525.4,3.0,0.4,92.8,2021,18345,207.6,12.2
Rashod Bateman BAL,0.6,3.8,0.0,37.9,499.3,3.8,0.6,91.1,2021,19794,80.5,6.7
Allen Lazard NYJ,1.4,10.6,0.0,37.2,506.9,3.5,0.4,90.8,2021,17301,122.5,8.8
Chris Conley SF,0.4,3.0,0.0,38.0,505.7,2.5,0.4,84.3,2021,14151,53.6,3.8
Zach Pascal ARI,0.2,1.6,0.0,34.2,462.7,3.4,0.0,84.1,2021,16972,75.5,4.7
Marquez Valdes-Scantling KC,2.0,11.9,0.0,28.0,483.3,3.5,0.4,83.8,2021,17528,74.0,6.7
Kendrick Bourne NE,0.0,0.0,0.0,37.6,486.5,2.7,0.1,83.5,2021,17066,153.0,9.0
Van Jefferson LAR,1.1,4.6,0.0,37.2,447.9,2.9,0.1,81.4,2021,19483,143.2,8.4
Josh Reynolds DET,0.6,3.6,0.0,36.4,457.4,2.9,0.4,81.0,2021,16439,66.1,6.0
Demarcus Robinson LAR,0.0,0.0,0.0,36.4,437.2,3.3,0.4,80.7,2021,15665,56.9,3.8
Nico Collins HOU,0.0,0.0,0.0,34.6,455.9,2.7,0.1,78.8,2021,20130,67.1,4.8
Jalen Guyton LAC,2.0,8.5,0.1,30.3,472.5,2.4,0.1,78.0,2021,18941,81.7,5.1
Quintez Cephus DET,0.0,0.0,0.0,31.6,448.3,2.5,0.1,75.2,2021,19396,41.9,8.4
James Washington NO,0.0,0.0,0.0,31.4,416.6,2.7,0.4,72.6,2021,17254,53.8,3.6
Deonte Harty BUF,5.5,36.0,0.1,34.8,387.7,2.1,0.1,72.4,2021,18876,95.1,7.3
Breshad Perriman IND,0.7,4.3,0.0,28.3,434.0,2.3,0.0,71.6,2021,13975,27.9,5.6
Keelan Cole Sr. LV,0.0,0.0,0.0,31.7,402.4,2.2,0.2,68.8,2021,16864,64.9,4.6
Tim Patrick DEN,0.0,0.0,0.0,29.6,389.6,2.5,0.4,68.0,2021,16556,129.9,8.1
Keke Coutee NO,1.0,5.5,0.5,35.2,411.0,2.1,4.0,67.1,2021,17490,1.0,1.0
Denzel Mims DET,0.2,0.6,0.0,27.6,386.6,1.8,0.0,63.3,2021,19344,17.3,1.7
Damiere Byrd CAR,0.2,1.6,0.0,30.7,368.3,1.8,0.4,62.5,2021,14222,51.9,4.7
Donovan Peoples-Jones CLE,0.0,0.0,0.0,25.2,351.2,2.2,0.1,61.0,2021,19298,92.7,6.6
Dee Eskridge SEA,1.1,6.0,0.0,26.8,332.3,2.3,0.1,61.0,2021,22785,23.3,2.9
Joshua Palmer LAC,1.0,6.6,0.0,26.5,344.9,2.2,0.4,60.7,2021,22845,76.4,5.1
Olamide Zaccheaus PHI,0.4,2.1,0.0,26.0,360.7,1.9,0.1,60.5,2021,18864,74.3,5.0
Quez Watkins PHI,0.0,0.0,0.0,26.0,348.7,2.1,0.1,60.1,2021,19715,94.5,5.6
Tyron Johnson DAL,1.3,7.5,0.0,22.0,340.7,2.1,0.0,58.1,2021,18804,2.6,0.4
Cordarrelle Patterson ATL,54.0,225.0,2.0,10.7,127.4,0.7,0.0,56.4,2021,11613,208.6,13.0
Kadarius Toney KC,7.9,49.7,0.1,24.3,295.8,1.4,0.1,55.7,2021,20119,62.9,7.0
Richie James Jr. KC,1.5,0.0,0.0,24.1,427.0,1.4,4.0,55.3,2021,17303,,
Dyami Brown WAS,0.0,0.0,0.0,21.5,289.2,1.5,0.1,48.7,2021,20113,22.1,2.2
Byron Pringle WAS,0.0,0.0,0.0,21.3,278.7,1.7,0.1,48.5,2021,17739,105.8,6.6
Kalif Raymond DET,0.0,0.0,0.0,20.0,276.1,1.3,0.1,44.9,2021,16081,108.4,6.8
Isaiah Coulter BUF,1.0,4.0,0.0,18.3,275.6,1.5,1.0,44.1,2021,19771,0.0,0.0
Scott Miller ATL,1.8,10.0,0.1,16.8,234.5,1.5,0.1,42.3,2021,18714,16.6,2.8
N'Keal Harry MIN,0.6,3.4,0.0,18.0,222.2,1.4,0.0,40.0,2021,18222,22.4,2.2
Isaiah McKenzie IND,4.3,21.4,0.2,17.7,193.2,1.4,0.1,39.5,2021,16604,42.5,2.8
Freddie Swain MIA,0.0,0.0,0.0,16.9,220.1,1.3,0.0,38.4,2021,19729,74.0,4.4
Willie Snead IV SF,0.0,0.0,0.0,18.0,207.8,1.2,0.1,36.6,2021,12904,5.8,0.8
Amari Rodgers IND,1.5,9.3,0.1,16.6,196.4,1.2,0.1,36.3,2021,20132,7.6,0.5
Devin Duvernay BAL,1.9,12.5,0.0,14.7,172.1,1.0,0.1,31.9,2021,19270,60.7,3.8
Tutu Atwell LAR,0.0,0.0,0.0,14.2,180.6,1.0,0.1,31.0,2021,20126,0.0,0.0
Ty Montgomery NE,8.6,39.2,0.1,13.2,137.8,0.9,0.1,29.8,2021,13977,21.9,1.6
Ty Montgomery NE,8.6,39.2,0.1,13.2,137.8,0.9,0.1,29.8,2021,13977,0.0,0.0
Simi Fehoko DAL,0.0,0.0,0.0,12.8,176.3,0.9,0.1,29.6,2021,23196,,
Greg Ward PHI,0.3,1.5,0.0,16.3,167.4,0.7,0.1,28.9,2021,17130,31.1,3.1
Collin Johnson NYG,1.0,6.1,0.0,12.3,162.7,0.9,0.0,28.8,2021,18289,16.0,2.0
Ihmir Smith-Marsette KC,0.0,0.0,0.0,12.2,158.5,1.0,0.0,28.1,2021,20116,26.1,4.4
Zay Jones JAC,0.0,0.0,0.0,13.0,168.7,0.7,0.0,27.5,2021,16431,82.4,5.5
Javon Wims CAR,0.0,0.0,0.0,13.1,152.0,0.9,0.0,27.4,2021,17388,,
Tylan Wallace BAL,0.0,0.0,0.0,11.5,142.7,0.9,0.0,25.4,2021,19801,3.3,0.3
Dez Fitzpatrick PIT,0.0,0.0,0.0,11.0,174.0,0.0,0.0,22.9,2021,20112,13.4,4.5
Miles Boykin PIT,0.0,0.0,0.0,9.7,123.6,0.9,0.0,22.8,2021,18636,1.1,0.6
Marquise Goodwin CLE,0.0,0.0,0.0,10.1,134.7,0.7,0.0,22.8,2021,11599,47.2,3.4
Trinity Benson DET,0.0,0.0,0.0,10.9,136.6,0.6,0.1,22.7,2021,18815,15.3,2.2
Jakeem Grant Sr. CLE,11.7,56.5,0.1,8.8,96.5,0.4,0.0,22.5,2021,15680,34.0,2.3
Jamal Agnew JAC,6.2,33.9,0.2,8.5,104.3,0.5,0.1,22.4,2021,16666,64.0,5.3
Andy Isabella BUF,0.0,0.0,0.0,9.6,130.7,0.7,0.0,22.1,2021,18409,1.8,0.6
Chris Moore TEN,0.0,0.0,0.0,10.5,120.8,0.7,0.0,21.6,2021,15654,45.2,4.5
K.J. Osborn MIN,0.0,0.0,0.0,8.8,129.4,0.7,0.0,21.2,2021,19708,133.5,7.9
Phillip Dorsett II LV,0.0,0.0,0.0,9.8,115.5,0.7,0.0,20.8,2021,13979,14.5,2.9
Braxton Berrios MIA,1.0,5.8,0.0,10.0,105.7,0.6,0.0,19.7,2021,17289,98.1,6.1
Trent Sherfield BUF,0.0,0.0,0.0,9.2,117.0,0.6,0.0,19.7,2021,17888,19.2,1.6
Cam Sims LV,0.7,3.7,0.0,8.3,108.9,0.6,0.0,19.4,2021,18016,41.3,3.4
Cedrick Wilson Jr. MIA,0.0,0.0,0.0,8.5,111.5,0.5,0.0,18.2,2021,17262,125.3,9.0
Alex Erickson NYJ,0.0,0.0,0.0,8.5,100.4,0.5,0.0,17.3,2021,15706,7.0,0.4
Frank Darby ATL,0.0,0.0,0.0,7.7,90.3,0.6,0.0,16.2,2021,22882,1.9,0.5
Shi Smith CAR,0.9,5.5,0.0,7.3,89.1,0.5,0.0,16.1,2021,20127,13.1,2.6
KhaDarel Hodge ATL,0.0,0.0,0.0,7.2,105.1,0.3,0.0,15.9,2021,18166,24.2,2.0
Demetric Felton Jr. CLE,0.0,0.0,0.0,11.0,81.9,0.4,0.1,15.8,2021,20105,41.5,2.8
Demetric Felton Jr. CLE,0.0,0.0,0.0,11.0,81.9,0.4,0.1,15.8,2021,20105,0.0,0.0
KeeSean Johnson BUF,0.0,0.0,0.0,7.7,85.4,0.5,0.0,15.4,2021,18618,,
Jaelon Darden CLE,0.0,0.0,0.0,6.6,87.5,0.5,0.0,15.0,2021,22796,8.4,0.9
Tyler Johnson LAR,0.0,0.0,0.0,6.0,85.2,0.6,0.0,14.9,2021,18633,54.0,3.4
Nick Westbrook-Ikhine TEN,0.0,0.0,0.0,6.3,86.2,0.5,0.0,14.9,2021,19747,88.6,5.9
Noah Brown HOU,0.0,0.0,0.0,6.5,81.3,0.5,0.0,14.2,2021,16443,26.4,2.6
Ray-Ray McCloud III SF,2.0,12.8,0.1,6.9,66.3,0.4,0.1,13.8,2021,17530,46.7,2.9
Anthony Schwartz CLE,0.0,0.0,0.0,5.9,75.9,0.5,0.0,13.2,2021,20125,28.4,2.2
Steven Sims Jr. HOU,0.0,0.0,0.0,6.0,75.2,0.4,0.0,13.0,2021,18962,,
Lil'Jordan Humphrey DEN,0.0,0.0,0.0,5.3,62.6,0.4,0.0,11.5,2021,18590,43.4,5.4
Penny Hart ATL,0.7,3.3,0.0,4.2,55.8,0.4,0.0,10.2,2021,18787,9.4,0.8
Gunner Olszewski PIT,1.3,6.8,0.0,3.8,52.5,0.3,0.0,9.7,2021,19093,5.0,0.3
J.J. Arcega-Whiteside ATL,0.0,0.0,0.0,3.2,50.4,0.3,0.0,8.4,2021,18235,4.6,0.7
J.J. Arcega-Whiteside ATL,0.0,0.0,0.0,3.2,50.4,0.3,0.0,8.4,2021,18235,0.0,0.0
Matthew Slater NE,0.0,0.0,0.0,1.4,66.4,0.2,0.0,8.3,2021,9446,0.0,0.0
DeAndre Carter LV,0.0,0.0,0.0,3.8,49.0,0.3,0.0,8.3,2021,14103,74.5,4.4
Greg Dortch ARI,0.0,0.0,0.0,4.1,46.9,0.3,0.0,8.3,2021,18585,5.4,1.1
James Proche II BAL,0.0,0.0,0.0,3.1,45.7,0.3,0.0,7.8,2021,19359,28.2,4.0
Trent Taylor CIN,0.0,0.0,0.0,3.9,39.7,0.2,0.0,7.4,2021,16505,5.1,1.3
Racey McMath TEN,0.0,0.0,0.0,3.1,38.5,0.3,0.0,7.1,2021,23270,-0.2,0.0
Malik Taylor NYJ,0.0,0.0,0.0,2.6,36.7,0.3,0.0,6.4,2021,18856,0.4,0.1
Nsimba Webster CHI,0.0,0.0,0.0,1.9,39.0,0.1,0.0,5.6,2021,18907,0.0,0.0
Ashton Dulin IND,0.0,0.0,0.0,2.0,35.2,0.2,0.0,5.4,2021,18656,39.0,2.4
Daurice Fountain CHI,0.0,0.0,0.0,2.0,26.2,0.2,0.0,4.8,2021,17519,0.0,0.0
Mike Strachan IND,0.0,0.0,0.0,2.0,26.7,0.1,0.0,4.5,2021,23395,3.6,1.8
Brandon Powell MIN,0.0,0.0,0.0,2.0,21.8,0.2,0.0,4.2,2021,17793,6.0,1.0
Dax Milne WAS,0.0,0.0,0.0,1.8,23.4,0.1,0.0,3.9,2021,22800,10.9,1.2
Jauan Jennings SF,0.0,0.0,0.0,1.7,22.7,0.1,0.0,3.9,2021,19590,70.2,5.4
Juwan Johnson NO,0.0,0.0,0.0,1.7,21.4,0.1,0.0,3.6,2021,19562,46.4,3.6
Marcus Kemp WAS,0.0,0.0,0.0,1.2,22.3,0.1,0.0,3.4,2021,16918,3.4,0.3
Equanimeous St. Brown CHI,0.0,0.0,0.0,1.3,17.1,0.2,0.0,3.4,2021,17307,15.7,1.3
David Moore TB,0.0,0.0,0.0,1.3,16.0,0.2,0.0,3.2,2021,16757,0.0,0.0
Stanley Morgan Jr. CIN,0.0,0.0,0.0,1.3,15.8,0.1,0.0,2.7,2021,18624,2.4,0.2
Isaiah Ford CHI,0.0,0.0,0.0,1.6,15.0,0.1,0.0,2.6,2021,16432,34.1,3.8
Mack Hollins ATL,0.0,0.0,0.0,1.1,15.6,0.1,0.0,2.5,2021,16489,53.3,3.3
Kendall Hinton DEN,1.2,6.4,0.0,1.1,12.1,0.0,0.0,2.5,2021,19901,31.0,2.8
Joe Reed CHI,0.9,4.8,0.0,0.8,9.4,0.0,0.0,1.8,2021,19468,,
Trey Quinn DET,0.0,0.0,0.0,1.2,12.3,0.0,0.0,1.8,2021,17266,,
Malik Turner IND,0.0,0.0,0.0,0.9,10.6,0.0,0.0,1.5,2021,18168,38.9,5.6
Vyncint Smith IND,0.0,0.0,0.0,0.9,10.1,0.0,0.0,1.4,2021,17714,0.0,0.0
Darrius Shepherd LAC,0.0,0.0,0.0,0.9,9.5,0.0,0.0,1.4,2021,19030,,
Keelan Doss LAC,0.0,0.0,0.0,0.8,9.3,0.0,0.0,1.3,2021,18540,,
Trenton Irwin CIN,0.0,0.0,0.0,0.8,9.2,0.0,0.0,1.3,2021,18726,4.4,0.9
Lawrence Cager NYG,0.0,0.0,0.0,0.8,9.0,0.0,0.0,1.3,2021,19701,,
John Hightower LAC,0.0,0.0,0.0,0.7,9.8,0.0,0.0,1.3,2021,19329,0.0,0.0
Marcell Ateman BUF,0.0,0.0,0.0,0.7,9.1,0.0,0.0,1.3,2021,17256,,
Laquon Treadwell BAL,0.0,0.0,0.0,0.8,8.4,0.0,0.0,1.3,2021,15495,65.9,5.5
Dan Chisena PIT,0.0,0.0,0.0,0.7,8.7,0.0,0.0,1.2,2021,20056,0.0,0.0
Ja'Marcus Bradley PIT,0.0,0.0,0.0,0.7,8.4,0.0,0.0,1.2,2021,19730,8.4,2.1
Dante Pettis CHI,0.0,0.0,0.0,0.7,8.4,0.0,0.0,1.2,2021,17264,20.3,6.8
River Cracraft MIA,0.0,0.0,0.0,0.7,8.3,0.0,0.0,1.2,2021,17224,0.0,0.0
Tyrie Cleveland PHI,0.0,0.0,0.0,0.7,8.0,0.0,0.0,1.1,2021,19674,0.0,0.0
Keith Kirkwood NO,0.0,0.0,0.0,0.7,7.6,0.0,0.0,1.1,2021,17871,3.2,1.1
Cooper Kupp LAR,4.1,25.1,0.1,120.9,1560.6,12.1,0.4,291.3,2022,16433,163.9,18.2
Justin Jefferson MIN,2.6,17.0,0.1,102.8,1471.9,9.6,0.3,257.6,2022,19236,304.6,17.9
Ja'Marr Chase CIN,8.1,52.5,0.2,92.2,1408.7,10.6,0.4,256.0,2022,19788,198.9,15.3
Davante Adams LV,0.0,0.0,0.0,105.5,1302.4,9.8,0.2,241.1,2022,12123,285.5,16.8
Deebo Samuel SF,67.1,381.5,4.4,70.2,1014.7,6.4,0.6,237.9,2022,18244,140.4,10.8
Stefon Diggs BUF,0.0,0.0,0.0,100.5,1227.8,8.8,0.3,225.5,2022,13981,266.2,15.7
Tyreek Hill MIA,8.3,57.9,0.4,90.7,1168.0,8.4,0.3,220.1,2022,15802,281.7,16.6
CeeDee Lamb DAL,5.0,35.9,0.1,89.8,1215.9,7.7,0.2,216.5,2022,19202,248.1,14.6
Mike Evans TB,0.0,0.0,0.0,83.1,1140.1,10.0,0.2,215.0,2022,12119,186.9,12.5
Tee Higgins CIN,0.0,0.0,0.0,85.1,1177.9,8.0,0.3,207.5,2022,19211,185.7,12.4
A.J. Brown PHI,0.5,3.8,0.0,79.5,1143.4,8.2,0.2,203.0,2022,18218,255.6,15.0
Michael Pittman Jr. IND,4.6,32.2,0.1,91.3,1125.3,6.7,0.3,201.5,2022,19278,167.0,10.4
Keenan Allen LAC,0.2,1.5,0.0,97.1,1065.0,6.9,0.3,196.1,2022,11616,131.0,13.1
Brandin Cooks DAL,2.5,16.4,0.1,91.5,1109.1,6.1,0.2,195.2,2022,12122,117.1,9.0
Mike Williams LAC,0.0,0.0,0.0,74.6,1084.8,8.0,0.1,193.3,2022,16377,145.0,11.2
DJ Moore CHI,5.5,38.3,0.1,84.7,1118.3,5.5,0.4,191.3,2022,17265,167.6,9.9
Diontae Johnson PIT,4.0,28.8,0.1,94.6,1053.0,5.7,0.4,189.1,2022,18615,137.7,8.1
DK Metcalf SEA,0.2,1.3,0.0,80.0,1077.0,6.6,0.3,186.7,2022,18219,181.8,10.7
Amon-Ra St. Brown DET,6.5,42.0,0.2,88.8,976.2,6.2,0.3,184.1,2022,19799,214.6,13.4
Gabe Davis BUF,0.0,0.0,0.0,64.9,995.6,8.6,0.2,183.3,2022,19398,147.6,9.8
Chris Godwin TB,1.8,9.8,0.1,84.4,972.2,6.9,0.4,181.5,2022,16406,170.8,11.4
Terry McLaurin WAS,0.3,2.5,0.0,78.0,1060.8,5.8,0.2,179.8,2022,18466,190.5,11.2
Jaylen Waddle MIA,3.6,22.9,0.2,86.0,976.2,5.9,0.4,178.8,2022,19790,221.7,13.0
Darnell Mooney CHI,4.7,25.4,0.1,79.2,1046.2,4.8,0.2,175.5,2022,19810,81.5,7.4
Courtland Sutton DEN,0.0,0.0,0.0,68.8,978.3,7.2,0.2,175.1,2022,17253,127.4,8.5
Jerry Jeudy DEN,1.0,6.1,0.0,74.2,1015.8,6.0,0.4,175.0,2022,19201,170.7,11.4
Michael Thomas NO,0.0,0.0,0.0,83.2,951.2,6.3,0.2,174.3,2022,15528,43.1,14.4
Marquise Brown ARI,2.2,14.9,0.1,76.5,991.3,5.8,0.4,173.1,2022,18226,122.5,10.2
Tyler Lockett SEA,2.1,13.3,0.1,75.2,999.8,5.7,0.2,173.0,2022,13971,195.3,12.2
Hunter Renfrow LV,1.0,5.8,0.0,84.9,907.5,6.3,0.5,170.7,2022,18345,61.0,6.1
Elijah Moore CLE,5.7,40.5,0.1,73.4,943.2,5.8,0.3,170.2,2022,20114,69.6,4.4
Amari Cooper CLE,0.0,0.0,0.0,75.7,944.3,5.6,0.3,165.5,2022,13894,208.0,12.2
JuJu Smith-Schuster NE,1.6,9.4,0.1,76.9,843.3,6.9,0.3,164.7,2022,16427,146.3,9.1
Allen Robinson II PIT,0.0,0.0,0.0,75.2,901.0,6.1,0.2,163.9,2022,12126,68.4,6.8
Adam Thielen CAR,0.0,0.0,0.0,73.3,838.8,7.2,0.3,162.9,2022,13429,145.0,8.5
Robert Woods HOU,5.6,36.5,0.3,73.9,893.5,5.0,0.2,161.7,2022,11610,89.2,5.2
Rashod Bateman BAL,0.2,2.8,0.0,73.5,909.2,5.2,0.3,158.7,2022,19794,46.0,7.7
Christian Kirk JAC,0.5,2.8,0.0,72.9,901.0,4.7,0.2,154.8,2022,17268,199.9,11.8
Drake London ATL,0.3,2.3,0.0,67.8,871.8,4.9,0.2,150.5,2022,23163,142.6,8.4
DeVonta Smith PHI,0.0,0.0,0.0,63.1,855.7,5.4,0.2,149.2,2022,19222,207.1,12.2
Chase Claypool CHI,7.0,44.6,0.3,63.3,837.8,4.7,0.3,149.2,2022,18627,82.0,5.5
Brandon Aiyuk SF,2.3,15.6,0.0,62.1,832.3,5.6,0.3,149.0,2022,19252,188.8,11.1
Allen Lazard NYJ,1.0,6.7,0.0,57.7,776.2,6.2,0.2,144.4,2022,17301,144.8,9.7
Jakobi Meyers LV,0.2,1.3,0.0,73.5,839.8,3.8,0.2,142.9,2022,18598,146.8,10.5
Treylon Burks TEN,4.3,28.3,0.3,56.5,795.9,4.9,0.2,141.3,2022,22905,71.6,6.5
DeAndre Hopkins TEN,0.0,0.0,0.0,62.4,784.1,5.3,0.4,140.6,2022,11606,119.7,13.3
Kadarius Toney KC,7.0,48.3,0.2,64.0,752.9,4.3,0.3,138.2,2022,20119,49.3,5.5
Mecole Hardman Jr. NYJ,8.0,55.0,0.3,57.8,729.8,4.9,0.5,137.6,2022,18587,81.3,10.2
Marquez Valdes-Scantling KC,0.4,2.7,0.0,47.4,770.4,5.1,0.1,131.5,2022,17528,101.4,6.0
Tyler Boyd CIN,2.6,17.8,0.0,62.3,727.2,4.2,0.2,130.6,2022,15547,146.0,8.6
DeVante Parker NE,0.0,0.0,0.0,56.5,730.0,4.5,0.2,128.1,2022,13897,87.4,6.7
Michael Gallup DAL,2.6,17.8,0.0,50.7,709.7,4.8,0.1,126.8,2022,17259,85.9,6.1
Russell Gage TB,0.0,0.0,0.0,59.0,682.9,4.7,0.3,125.6,2022,17606,98.1,7.5
Chris Olave NO,0.0,0.0,0.0,51.3,716.4,4.5,0.2,123.9,2022,20111,162.2,10.8
Marvin Jones Jr. DET,0.0,0.0,0.0,56.0,687.5,4.5,0.1,123.6,2022,11215,93.9,5.9
Nico Collins HOU,0.0,0.0,0.0,55.2,718.6,3.8,0.2,122.0,2022,20130,78.6,7.9
Robbie Chosen MIA,3.8,24.7,0.1,54.9,657.1,4.2,0.2,121.0,2022,15688,42.2,3.5
Garrett Wilson NYJ,1.7,13.8,0.0,53.1,688.6,3.8,0.2,119.5,2022,23072,174.2,10.2
DJ Chark Jr. CAR,0.0,0.0,0.0,48.6,687.3,4.4,0.1,119.1,2022,17292,83.2,7.6
Corey Davis NYJ,0.0,0.0,0.0,48.4,680.0,4.1,0.2,116.2,2022,16385,81.6,6.3
Jahan Dotson WAS,0.0,0.0,0.0,52.4,673.2,3.7,0.2,115.2,2022,23101,113.1,9.4
George Pickens PIT,0.0,0.0,0.0,53.7,663.4,3.7,0.2,114.9,2022,22963,140.5,8.3
Van Jefferson LAR,1.8,12.7,0.1,45.8,618.5,4.0,0.2,110.0,2022,19483,66.9,6.7
Jalen Tolbert DAL,0.0,0.0,0.0,46.6,601.6,4.1,0.2,107.9,2022,23770,2.2,0.7
Curtis Samuel WAS,15.6,89.8,0.8,44.1,513.3,3.5,0.2,107.7,2022,16434,144.3,8.5
Rondale Moore ARI,16.5,103.0,0.8,51.6,513.2,2.6,0.4,107.1,2022,19796,67.4,8.4
Parris Campbell NYG,0.5,3.3,0.0,49.1,598.1,3.7,0.1,106.7,2022,18463,117.6,6.9
Sterling Shepard NYG,0.0,0.0,0.0,54.5,584.5,3.1,0.2,104.2,2022,15569,27.9,9.3
Donovan Peoples-Jones CLE,0.0,0.0,0.0,43.3,620.9,3.4,0.2,103.9,2022,19298,136.6,8.0
Joshua Palmer LAC,0.0,0.0,0.0,46.9,550.8,4.3,0.2,103.6,2022,22845,133.3,8.3
Skyy Moore KC,1.0,6.8,0.0,41.2,543.1,4.0,0.1,99.4,2022,23905,32.4,2.0
Alec Pierce IND,0.0,0.0,0.0,41.2,559.5,3.7,0.2,98.5,2022,23791,91.8,5.7
Randall Cobb NYJ,0.5,3.0,0.0,42.0,534.1,3.8,0.2,97.1,2022,9902,64.7,5.0
K.J. Osborn MIN,0.0,0.0,0.0,40.8,506.7,3.7,0.1,92.9,2022,19708,125.6,7.4
Kendrick Bourne NE,5.6,36.7,0.1,38.4,475.0,3.3,0.2,90.5,2022,17066,70.8,4.4
Zay Jones JAC,0.0,0.0,0.0,42.3,510.4,3.1,0.2,90.3,2022,16431,157.1,9.8
Nick Westbrook-Ikhine TEN,0.0,0.0,0.0,38.9,484.0,3.3,0.2,87.0,2022,19747,70.2,4.4
Cedrick Wilson Jr. MIA,0.0,0.0,0.0,39.9,482.5,3.2,0.3,86.9,2022,17262,20.4,1.6
Isaiah McKenzie IND,6.8,40.3,0.3,41.5,417.3,3.0,0.3,85.5,2022,16604,98.8,6.2
Bryan Edwards NO,0.3,1.8,0.0,35.7,519.7,2.5,0.1,85.0,2022,18634,3.0,0.8
Wan'Dale Robinson NYG,6.7,39.3,0.1,40.0,456.7,2.5,0.2,84.9,2022,22985,40.1,6.7
Devin Duvernay BAL,4.9,33.8,0.1,39.4,445.6,2.3,0.2,81.9,2022,19270,97.6,7.0
Romeo Doubs GB,0.0,0.0,0.0,34.6,445.7,3.3,0.1,81.5,2022,23794,80.6,6.2
Byron Pringle WAS,0.0,0.0,0.0,34.8,446.7,2.5,0.2,76.5,2022,17739,30.5,3.1
Christian Watson GB,1.3,8.2,0.1,31.6,403.5,3.2,0.1,75.9,2022,23886,143.6,10.3
Jameson Williams DET,0.0,0.0,0.0,32.3,440.6,2.7,0.2,75.7,2022,23677,14.6,2.4
